user_id,phone,auth_status,subscription_type,is_online,warning_count,last_login,created_at
54,032-167-0457,인증완료,골드,False,1,2025-05-04 05:33:21.012446,2025-06-02 06:02:12.507304
55,033-989-8842,인증완료,프리미엄,False,2,2025-04-30 13:05:59.818144,2025-03-05 05:34:49.076384
56,052-844-9245,인증완료,프리미엄,False,3,2024-08-29 21:49:18.938764,2025-04-24 14:08:01.622677
57,016-093-0492,인증완료,VIP,True,0,2024-11-14 06:07:45.693436,2025-05-04 18:19:42.776233
58,032-962-3073,인증대기,VIP,True,0,2024-10-03 20:18:40.361589,2025-01-24 00:07:26.494792
59,017-503-4671,미인증,VIP,False,3,2025-01-15 05:19:18.077048,2025-01-18 13:36:06.817231
60,051-471-4516,인증완료,VIP,False,1,2025-04-05 14:59:39.244215,2024-12-16 22:15:36.073938
61,016-340-1472,인증완료,무료,False,0,2025-03-09 10:06:15.558431,2025-02-03 14:17:23.440623
62,062-833-2057,인증완료,프리미엄,True,3,2025-05-07 03:13:36.018965,2025-04-15 05:50:18.142158
63,02-9558-3042,미인증,무료,False,2,2024-10-08 05:34:01.796679,2025-05-20 01:49:04.615556
64,070-1161-1300,미인증,VIP,True,2,2024-07-27 14:51:52.584455,2025-03-01 11:03:32.204557
65,010-4615-5275,인증대기,프리미엄,False,3,2024-09-23 21:56:42.063782,2024-12-22 19:15:45.565039
66,044-470-6360,인증대기,VIP,True,0,2025-01-14 18:58:12.387789,2025-03-31 06:15:17.555673
67,011-364-5176,미인증,골드,False,0,2025-01-05 23:54:44.241513,2025-01-07 17:43:10.274713
68,053-481-0739,미인증,VIP,False,3,2024-11-12 17:20:15.862249,2025-04-02 18:00:53.252613
69,070-4562-6300,인증완료,VIP,True,1,2025-01-03 11:18:28.767432,2025-04-22 19:25:51.095046
70,070-1982-6203,미인증,무료,True,2,2024-07-01 16:52:36.220103,2025-05-02 17:46:01.292340
71,043-207-6699,인증대기,무료,True,3,2024-06-06 02:52:41.277661,2025-01-28 20:14:53.699521
72,042-158-4613,미인증,프리미엄,False,3,2025-01-28 06:09:56.068089,2025-05-15 16:26:22.098274
73,044-625-9493,인증완료,프리미엄,True,3,2024-11-21 18:15:33.325114,2025-04-23 23:53:47.651019
74,052-862-1636,인증완료,무료,True,0,2024-11-20 08:35:02.067799,2025-05-06 17:25:28.819932
75,051-262-5336,인증대기,무료,False,1,2024-06-21 07:52:17.737608,2025-02-07 01:02:27.984734
76,016-758-0028,미인증,골드,False,1,2024-11-03 00:21:03.359664,2025-04-06 21:11:53.957919
77,033-447-4845,인증대기,프리미엄,True,0,2025-01-20 03:07:55.355716,2024-12-03 06:09:16.350441
78,017-399-6067,미인증,VIP,False,0,2024-07-27 05:10:52.260272,2025-01-09 00:21:00.982435
79,02-2912-0056,인증완료,무료,False,0,2025-03-09 05:07:44.773776,2025-01-25 18:58:47.259604
80,018-795-4489,인증완료,프리미엄,False,0,2024-07-28 20:54:06.569888,2025-02-07 04:24:52.987061
81,011-468-6190,미인증,프리미엄,False,0,2024-06-13 20:15:13.098711,2025-04-22 12:12:26.544501
82,052-229-6730,인증대기,프리미엄,False,1,2024-07-05 20:47:45.034702,2024-12-05 00:42:21.398013
83,052-553-4984,인증대기,VIP,True,2,2024-12-05 23:39:56.339472,2025-04-21 07:17:57.079791
84,054-023-1815,미인증,VIP,True,3,2024-07-10 05:44:30.030499,2025-05-08 17:27:37.325503
85,017-202-9952,미인증,무료,False,0,2024-09-05 22:09:18.413774,2024-12-12 21:42:57.356730
86,010-0837-4994,인증완료,프리미엄,False,1,2025-03-30 01:06:58.827673,2025-05-17 10:24:38.137921
87,02-3138-2914,인증완료,골드,False,2,2024-12-20 00:22:05.715743,2024-12-15 22:02:41.638182
88,010-7103-8004,인증완료,VIP,True,3,2025-04-15 15:09:13.442949,2024-12-17 02:27:43.530671
89,062-443-7160,인증대기,무료,False,2,2024-11-11 09:05:16.661701,2025-05-29 13:28:07.731318
90,010-8924-0827,인증완료,골드,True,2,2024-09-09 15:43:18.975552,2025-01-07 20:26:30.747837
91,070-9142-5340,인증대기,VIP,False,0,2025-02-08 14:08:04.304927,2025-01-31 14:11:15.600118
92,041-383-9410,미인증,프리미엄,False,0,2024-10-03 08:08:10.910440,2025-05-18 10:33:43.354444
93,011-635-7095,인증완료,VIP,False,0,2025-05-24 12:14:18.652043,2025-01-24 12:58:00.627649
94,043-528-6042,미인증,골드,True,1,2024-08-27 13:53:33.735023,2025-04-10 21:46:48.981744
95,010-6752-1866,미인증,프리미엄,True,0,2024-12-21 04:09:40.569523,2025-03-12 03:50:52.162558
96,070-1123-7513,인증대기,골드,False,0,2025-04-02 08:05:11.308949,2025-04-09 06:28:21.738869
97,052-025-0452,인증대기,VIP,False,2,2024-08-04 04:24:07.137660,2025-04-10 17:36:27.060251
98,061-678-6218,인증대기,골드,False,1,2025-02-14 06:37:17.941944,2025-01-20 13:23:15.530445
99,016-758-0388,인증완료,프리미엄,False,2,2025-01-07 00:31:36.544248,2025-04-25 09:04:27.682122
100,019-118-6575,인증완료,프리미엄,False,0,2024-08-13 07:28:10.160796,2025-01-06 00:40:25.382350
101,070-7309-1934,인증완료,VIP,False,3,2025-02-21 18:13:51.512502,2025-04-02 21:05:27.256546
102,031-396-0065,인증완료,골드,True,1,2024-11-24 17:25:21.167341,2025-05-22 16:59:22.194492
103,063-913-7735,미인증,VIP,False,1,2025-01-04 04:54:48.109339,2025-01-08 15:26:27.459723
104,043-033-1238,인증대기,프리미엄,False,3,2024-09-22 13:21:15.805023,2024-12-11 18:33:53.125164
105,044-628-0411,인증완료,골드,True,1,2024-11-24 04:29:13.819894,2025-02-10 06:53:52.272978
106,02-2170-2406,인증대기,프리미엄,True,2,2025-03-03 08:08:06.429892,2025-04-25 14:27:50.619262
107,051-365-3754,미인증,VIP,False,1,2024-11-13 07:58:26.301864,2025-02-14 23:03:05.961303
108,02-4743-6903,인증완료,무료,True,2,2025-03-22 13:10:58.570860,2025-02-06 02:37:20.756316
109,02-5878-6993,미인증,무료,False,3,2024-11-10 18:04:36.202999,2025-02-27 01:40:56.596809
110,051-216-7194,미인증,VIP,False,2,2025-05-02 16:52:32.073877,2024-12-19 15:19:28.304936
111,043-181-1880,인증대기,VIP,False,1,2025-01-29 01:24:42.868830,2025-01-25 05:27:31.043365
112,063-158-5181,인증대기,골드,False,1,2025-04-20 15:33:06.439510,2025-03-26 03:35:44.048700
113,016-887-4805,인증대기,골드,False,3,2024-11-16 02:21:31.373507,2025-01-22 14:08:54.762384
114,042-529-9589,인증대기,무료,True,0,2024-12-12 05:08:51.481032,2025-01-16 14:36:00.161903
115,02-6125-5290,인증완료,프리미엄,False,2,2024-09-15 12:01:48.970287,2025-01-21 18:08:49.041674
116,043-223-7865,미인증,무료,True,0,2025-04-06 16:38:14.904943,2025-05-08 13:20:03.559982
117,011-069-1782,미인증,무료,True,2,2024-07-01 03:12:36.713664,2025-01-25 09:26:05.790277
118,054-820-3735,미인증,골드,True,2,2024-11-20 23:43:03.285476,2025-05-17 04:28:38.294180
119,064-700-0233,인증대기,무료,False,2,2024-09-22 14:04:53.715683,2024-12-20 23:24:15.911592
120,054-166-2308,인증완료,무료,False,1,2024-07-26 23:30:11.851153,2025-01-23 07:35:40.003061
121,018-177-5318,미인증,무료,False,2,2024-07-01 21:45:41.687814,2025-03-11 19:30:56.332279
122,053-781-9809,미인증,골드,False,2,2024-06-10 15:08:13.960307,2025-03-16 18:38:32.819744
123,019-747-0676,인증대기,골드,False,3,2025-05-25 12:24:14.097695,2025-05-20 07:58:19.498329
124,062-379-3189,인증완료,프리미엄,False,3,2025-01-24 15:05:21.107380,2025-01-01 11:55:45.750829
125,041-605-7896,미인증,무료,True,0,2025-03-24 00:45:00.412537,2025-05-09 18:57:45.975403
126,064-779-8732,인증완료,VIP,True,2,2024-06-06 10:33:52.567676,2025-05-01 21:58:14.607267
127,061-038-6554,인증대기,VIP,True,2,2024-11-15 15:16:57.371672,2025-03-02 13:32:09.908543
128,02-2350-3374,인증완료,무료,False,0,2024-07-23 14:45:06.392506,2024-12-13 18:13:51.380225
129,064-745-9402,인증대기,무료,False,3,2024-12-22 02:54:46.467309,2025-02-15 22:52:15.554488
130,054-361-5674,미인증,VIP,False,1,2024-12-22 10:51:16.350741,2025-03-16 18:37:40.855272
131,064-797-4425,인증완료,골드,False,0,2024-06-20 14:12:31.645569,2025-04-10 13:35:48.144545
132,054-234-2116,인증완료,골드,False,3,2025-05-26 15:27:22.891719,2025-03-27 00:53:22.237145
133,063-838-1408,인증대기,무료,True,2,2025-04-05 09:35:48.608301,2025-02-19 17:13:46.360899
134,018-256-2820,미인증,무료,True,3,2024-08-12 06:37:09.905087,2025-03-29 14:50:14.440190
135,018-544-1084,인증대기,골드,True,1,2024-06-05 13:19:45.566730,2025-05-30 21:12:23.020947
136,062-248-1416,인증완료,골드,False,1,2024-12-10 00:04:37.928251,2025-04-26 06:04:19.696527
137,053-248-3788,미인증,무료,False,2,2025-03-16 05:18:06.837082,2025-05-01 05:53:45.510782
138,011-803-4523,인증대기,골드,False,0,2025-03-17 23:40:10.006454,2025-01-23 00:40:12.629529
139,011-896-7160,인증완료,프리미엄,False,0,2025-03-04 15:19:07.441293,2025-05-26 13:14:15.919698
140,033-594-8266,인증대기,프리미엄,False,3,2024-09-14 04:41:15.750763,2024-12-09 05:55:40.666310
141,061-155-0899,인증완료,프리미엄,False,1,2024-08-24 04:28:08.659588,2025-01-24 16:05:23.285997
142,043-668-9603,인증대기,골드,False,2,2025-03-16 20:42:01.019592,2025-03-11 05:56:29.541863
143,061-003-4619,미인증,프리미엄,False,2,2025-02-04 19:48:59.805992,2025-05-19 08:00:13.968611
144,061-774-8418,인증완료,프리미엄,True,1,2024-09-17 12:25:48.595861,2024-12-24 16:41:50.189952
145,011-108-3836,미인증,VIP,False,2,2024-06-23 08:59:14.874441,2025-01-06 19:09:46.596990
146,033-081-3563,인증완료,무료,False,1,2024-08-18 01:27:52.186046,2025-04-22 16:01:58.174733
147,041-289-6541,인증대기,골드,False,2,2024-10-28 16:59:28.910441,2025-03-30 14:43:02.811315
148,043-943-6290,미인증,프리미엄,False,0,2024-11-10 16:03:31.421391,2024-12-27 05:40:18.831429
149,016-709-7137,인증완료,무료,False,2,2025-04-17 13:33:15.898579,2024-12-28 10:20:23.692827
150,018-644-7246,인증대기,프리미엄,True,1,2024-12-23 13:37:59.577469,2024-12-03 21:59:44.808543
