result_id,takers_id,test_type,test_date,completion_time,total_score,personality_type,extraversion_score,neuroticism_score,openness_score,agreeableness_score,conscientiousness_score,stress_level,recommendation,validity_check,report_generated
21,21,MBTI,2025-01-25,90-99,149,ISFP,1,레벨3,2,6,4,낮음,187,True,True
22,22,CPI,2025-05-13,20-29,70,INFP,1,레벨4,3,6,6,높음,261,True,True
23,23,Big5,2024-10-15,90-99,116,None,8,레벨4,8,4,10,매우높음,279,True,True
24,24,CPI,2025-05-13,50-59,104,ENFP,2,레벨2,10,9,6,보통,268,True,True
25,25,NEO-PI-R,2024-10-18,50-59,81,None,1,레벨4,6,1,6,높음,283,True,True
26,26,CPI,2025-05-21,60-69,137,None,2,레벨4,1,1,2,보통,297,True,True
27,27,CPI,2024-11-25,90-99,73,ISFJ,1,레벨1,4,8,1,낮음,180,True,True
28,28,CPI,2024-12-05,100-109,135,ENFP,1,레벨3,6,3,1,매우높음,225,True,True
29,29,Big5,2025-04-07,30-39,132,INTJ,9,레벨3,6,8,9,매우높음,254,True,True
30,30,Big5,2024-07-27,90-99,117,ISFP,4,레벨4,6,10,4,매우높음,294,True,True
31,31,NEO-PI-R,2025-02-11,30-39,142,INFP,10,레벨3,8,9,6,매우높음,279,True,True
32,32,NEO-PI-R,2025-05-21,30-39,120,ENTP,4,레벨1,2,1,1,높음,227,True,True
33,33,NEO-PI-R,2024-11-17,30-39,149,INFP,2,레벨5,9,7,4,매우높음,258,True,True
34,34,Big5,2025-01-26,40-49,73,None,3,레벨4,3,6,10,매우높음,261,True,True
35,35,NEO-PI-R,2024-10-09,100-109,115,ISFP,3,레벨2,5,7,8,높음,238,True,True
36,36,MBTI,2025-02-27,80-89,109,ISFP,5,레벨4,6,10,5,보통,291,True,True
37,37,MMPI,2025-01-30,30-39,52,None,10,레벨2,9,6,9,보통,295,True,True
38,38,MBTI,2024-10-28,20-29,80,ISFP,2,레벨1,4,1,3,높음,236,True,True
39,39,Big5,2025-01-09,110-119,59,ISFJ,7,레벨4,10,4,1,보통,227,True,True
40,40,Big5,2025-01-09,60-69,129,INFP,10,레벨3,4,8,8,매우높음,251,True,True
41,41,MMPI,2025-02-13,60-69,54,ISFJ,8,레벨2,1,4,6,매우높음,268,True,True
42,42,CPI,2024-11-22,100-109,138,INFP,9,레벨5,8,2,8,높음,204,True,True
43,43,Big5,2025-02-03,50-59,82,INTJ,1,레벨2,2,2,6,낮음,281,True,False
44,44,CPI,2024-07-23,90-99,55,None,9,레벨3,1,7,4,높음,274,True,False
45,45,CPI,2024-06-17,50-59,77,ENTJ,5,레벨4,7,8,8,낮음,254,True,True
46,46,Big5,2024-10-06,80-89,79,None,2,레벨3,6,2,3,보통,211,True,False
47,47,MMPI,2025-05-31,110-119,126,ISFJ,7,레벨4,3,10,5,매우높음,211,True,True
48,48,CPI,2024-07-10,70-79,77,INTJ,3,레벨1,1,7,7,매우높음,295,True,True
49,49,CPI,2024-07-10,60-69,69,None,5,레벨5,3,9,6,보통,199,True,False
50,50,Big5,2025-02-03,90-99,62,ISFP,10,레벨3,8,1,7,낮음,265,True,True
51,51,MBTI,2025-05-06,20-29,54,ENTP,1,레벨4,9,2,7,높음,299,True,True
52,52,MMPI,2024-06-23,80-89,137,ENTP,1,레벨1,1,2,10,높음,136,True,False
53,53,MMPI,2025-03-17,60-69,70,ENFP,3,레벨3,4,1,1,보통,252,True,False
54,54,NEO-PI-R,2024-09-17,30-39,95,INFP,7,레벨1,6,4,2,높음,249,True,True
55,55,Big5,2024-06-25,40-49,141,ENTJ,9,레벨1,4,5,1,높음,293,True,False
56,56,MBTI,2025-01-16,10-19,58,ENTP,7,레벨1,4,8,10,낮음,276,True,True
57,57,CPI,2024-07-21,60-69,51,None,10,레벨5,6,10,5,높음,228,True,True
58,58,MBTI,2025-03-14,80-89,91,INFP,10,레벨3,3,1,6,매우높음,294,True,True
59,59,NEO-PI-R,2024-10-31,100-109,146,None,1,레벨3,2,10,2,매우높음,299,True,True
60,60,CPI,2024-09-17,20-29,82,INTJ,3,레벨4,10,4,9,높음,294,True,True
61,61,CPI,2024-12-19,40-49,57,ENTJ,1,레벨1,7,8,3,매우높음,248,True,True
62,62,Big5,2025-01-14,30-39,125,INTJ,5,레벨5,5,10,2,보통,295,True,True
63,63,Big5,2024-08-01,30-39,140,INFP,5,레벨4,9,2,3,매우높음,155,True,True
64,64,MBTI,2025-02-11,100-109,64,ISFP,2,레벨1,9,2,7,높음,175,True,True
65,65,MMPI,2024-07-28,90-99,141,ENTJ,2,레벨3,1,10,10,보통,275,True,True
66,66,MBTI,2024-11-14,100-109,55,INTJ,2,레벨3,3,8,8,높음,264,True,False
67,67,NEO-PI-R,2024-10-23,90-99,76,INFP,8,레벨4,8,10,1,보통,249,True,True
68,68,CPI,2024-09-07,20-29,51,ISFJ,1,레벨4,9,2,9,낮음,166,True,True
69,69,CPI,2024-12-17,70-79,60,None,8,레벨2,7,1,10,매우높음,220,True,True
70,70,MMPI,2025-05-06,90-99,146,INFP,8,레벨4,9,10,8,낮음,299,True,True
71,71,CPI,2024-09-07,30-39,54,None,1,레벨5,5,10,7,보통,284,True,True
72,72,CPI,2024-12-29,10-19,75,ENFP,4,레벨4,7,7,10,매우높음,143,True,True
73,73,MMPI,2025-02-12,40-49,138,None,1,레벨5,6,6,7,보통,216,True,False
74,74,MBTI,2024-12-20,80-89,84,ENTJ,9,레벨4,4,7,9,높음,274,True,True
75,75,NEO-PI-R,2024-12-19,10-19,131,ISFP,2,레벨4,4,7,2,높음,202,True,True
76,76,MMPI,2024-08-07,60-69,89,ISFP,2,레벨4,9,4,8,높음,278,True,True
77,77,Big5,2024-11-11,30-39,92,ENTJ,1,레벨2,3,4,9,낮음,288,True,True
78,78,MMPI,2024-12-22,30-39,143,ESTP,10,레벨4,7,2,6,매우높음,294,True,True
79,79,Big5,2024-06-15,70-79,51,ENTP,1,레벨1,6,8,2,낮음,232,True,True
80,80,NEO-PI-R,2024-10-09,90-99,60,ENTP,3,레벨4,9,8,8,매우높음,150,False,True
81,81,CPI,2024-10-14,100-109,127,INFP,6,레벨1,9,6,1,낮음,262,True,True
82,82,CPI,2024-11-02,90-99,140,ISFJ,4,레벨2,8,10,10,매우높음,253,True,True
83,83,NEO-PI-R,2024-12-01,80-89,80,INFP,1,레벨3,2,5,5,낮음,266,True,True
84,84,NEO-PI-R,2024-10-10,20-29,64,ESTP,6,레벨1,3,7,2,낮음,281,True,False
85,85,MMPI,2025-03-04,60-69,124,ISFJ,8,레벨4,9,6,1,높음,274,True,True
86,86,Big5,2024-11-18,50-59,146,ENFP,1,레벨3,8,3,3,매우높음,132,True,True
87,87,Big5,2024-08-20,70-79,140,ENFP,9,레벨4,2,2,5,매우높음,297,True,True
88,88,CPI,2025-06-01,90-99,64,ENFP,2,레벨3,10,8,5,매우높음,260,True,True
89,89,MBTI,2025-03-29,70-79,62,ESTP,9,레벨2,10,8,5,보통,205,True,True
90,90,MBTI,2024-10-25,110-119,148,ENFP,4,레벨4,1,3,2,높음,252,False,True
91,91,Big5,2024-07-08,60-69,94,ISFJ,5,레벨4,1,9,8,낮음,294,True,True
92,92,MMPI,2024-11-04,50-59,122,ISFJ,1,레벨1,5,3,5,매우높음,284,True,True
93,93,MMPI,2025-03-27,60-69,73,ENTJ,1,레벨1,6,4,9,높음,254,True,True
94,94,CPI,2024-06-18,30-39,79,INFP,9,레벨2,2,10,8,매우높음,238,True,True
95,95,Big5,2024-10-11,80-89,84,ISFJ,1,레벨2,9,7,5,보통,231,True,True
96,96,MBTI,2024-06-23,110-119,144,None,5,레벨1,8,10,10,매우높음,269,True,True
97,97,NEO-PI-R,2025-05-19,80-89,116,ENFP,4,레벨4,8,8,8,매우높음,198,True,True
98,98,CPI,2025-02-18,100-109,106,None,3,레벨4,5,3,3,매우높음,295,True,True
99,99,MMPI,2025-03-26,50-59,78,INFP,6,레벨2,7,8,8,높음,199,True,True
100,100,MMPI,2024-10-30,10-19,150,None,7,레벨5,9,9,6,높음,254,True,False
101,101,MBTI,2025-05-28,100-109,70,ISFP,7,레벨4,7,5,4,매우높음,294,True,False
102,102,Big5,2025-04-11,30-39,88,ENTJ,7,레벨3,9,4,9,보통,262,True,True
103,103,CPI,2024-09-25,100-109,107,ISFJ,8,레벨5,6,1,7,낮음,213,True,True
104,104,MMPI,2025-01-20,100-109,109,INFP,4,레벨3,8,2,10,높음,290,False,True
105,105,Big5,2024-07-17,10-19,122,None,8,레벨2,1,5,8,매우높음,293,True,True
106,106,Big5,2025-04-20,90-99,119,None,2,레벨2,6,6,5,낮음,206,True,False
107,107,Big5,2025-01-08,70-79,65,ISFP,1,레벨5,5,8,6,높음,186,True,True
108,108,MBTI,2025-02-02,60-69,127,ISFJ,4,레벨3,1,1,4,낮음,189,True,True
109,109,Big5,2025-01-15,100-109,60,ENFP,5,레벨1,2,1,6,보통,255,True,True
110,110,MMPI,2025-01-08,20-29,142,ENFP,3,레벨2,4,8,7,보통,265,True,True
111,111,MBTI,2025-04-17,40-49,148,ENFP,7,레벨5,3,8,3,보통,237,True,False
112,112,MBTI,2025-03-07,60-69,102,INFP,3,레벨5,5,8,7,높음,236,True,False
113,113,MBTI,2024-06-20,30-39,68,ESTP,7,레벨3,10,4,8,매우높음,226,True,True
114,114,MMPI,2024-06-28,50-59,129,ENTJ,7,레벨5,2,4,8,낮음,244,True,True
115,115,MMPI,2025-01-16,90-99,81,ENTP,4,레벨1,4,1,3,보통,226,True,True
116,116,CPI,2025-05-12,70-79,149,ENTJ,9,레벨5,7,2,1,보통,206,True,True
117,117,CPI,2025-03-21,100-109,79,ENTJ,9,레벨2,1,2,6,보통,244,False,True
118,118,Big5,2024-09-05,50-59,149,ENTP,6,레벨1,8,7,3,높음,274,True,True
119,119,CPI,2024-12-22,20-29,70,ENTP,6,레벨1,9,2,7,낮음,282,True,True
120,120,MBTI,2025-05-17,30-39,90,None,10,레벨5,2,9,9,높음,246,True,True
121,121,MBTI,2025-03-10,110-119,97,ISFJ,5,레벨3,8,4,4,낮음,239,True,True
122,122,MBTI,2024-07-21,70-79,113,None,1,레벨4,4,2,1,높음,240,True,True
123,123,Big5,2025-04-22,90-99,126,INTJ,6,레벨2,6,9,8,보통,281,True,True
124,124,Big5,2024-09-05,50-59,92,ENFP,6,레벨2,1,7,2,낮음,259,True,True
125,125,NEO-PI-R,2025-05-12,20-29,91,INFP,8,레벨5,3,6,6,낮음,210,True,True
126,126,Big5,2024-12-02,40-49,147,ENTP,9,레벨1,7,9,4,낮음,255,True,True
127,127,CPI,2025-05-09,120-129,124,ENFP,5,레벨3,9,4,5,매우높음,153,True,True
128,128,Big5,2024-08-16,90-99,74,INFP,8,레벨2,6,9,2,보통,175,False,True
129,129,NEO-PI-R,2025-01-31,60-69,111,None,5,레벨2,4,5,1,낮음,296,True,True
130,130,MMPI,2025-01-04,40-49,67,ENTJ,2,레벨3,9,3,9,매우높음,296,True,True
131,131,MBTI,2024-07-24,10-19,104,ENFP,5,레벨4,6,5,8,보통,265,True,False
132,132,MMPI,2025-04-12,90-99,149,INTJ,3,레벨3,8,4,10,높음,262,True,True
133,133,CPI,2025-05-25,80-89,150,INTJ,10,레벨4,7,9,10,매우높음,135,True,True
134,134,CPI,2025-01-22,60-69,94,ENFP,8,레벨5,7,9,5,높음,243,True,True
135,135,CPI,2025-01-23,60-69,146,ENTP,5,레벨4,1,6,4,낮음,243,True,True
136,136,Big5,2025-04-03,100-109,62,INTJ,7,레벨3,5,3,9,매우높음,270,False,True
137,137,CPI,2024-07-08,20-29,132,ENFP,10,레벨5,1,2,4,낮음,228,True,True
138,138,Big5,2024-12-05,70-79,98,ENTJ,2,레벨3,9,9,9,보통,192,True,True
139,139,MMPI,2024-07-10,70-79,81,ISFP,6,레벨4,10,2,6,매우높음,295,True,True
140,140,Big5,2024-10-17,80-89,87,None,5,레벨1,1,2,6,낮음,255,False,True
141,141,MMPI,2025-03-29,20-29,146,None,5,레벨1,6,10,6,매우높음,288,True,True
142,142,MBTI,2024-11-27,110-119,115,ISFJ,2,레벨4,9,3,1,높음,263,True,True
143,143,NEO-PI-R,2024-09-18,100-109,59,ISFJ,7,레벨3,4,1,9,낮음,276,True,True
144,144,NEO-PI-R,2024-08-24,40-49,84,ENFP,3,레벨4,10,2,5,보통,238,True,True
145,145,Big5,2024-08-13,110-119,125,INFP,4,레벨4,4,5,2,매우높음,289,True,True
146,146,MMPI,2024-07-17,10-19,78,ISFP,10,레벨3,8,9,2,낮음,183,True,False
147,147,NEO-PI-R,2024-08-18,80-89,116,ESTP,2,레벨1,3,2,1,보통,265,True,True
148,148,MMPI,2025-01-24,70-79,95,INFP,7,레벨4,6,4,10,낮음,209,True,True
149,149,MMPI,2024-10-23,40-49,129,ENFP,3,레벨3,8,3,1,낮음,251,True,True
150,150,MMPI,2024-09-23,100-109,78,ENFP,9,레벨3,9,6,10,낮음,283,True,False
151,151,MBTI,2025-04-02,110-119,111,INFP,1,레벨2,4,8,1,높음,253,True,True
152,152,NEO-PI-R,2025-01-14,70-79,114,ENFP,10,레벨3,8,3,8,높음,200,False,True
153,153,MMPI,2025-02-25,100-109,89,ISFJ,3,레벨4,10,3,4,높음,210,True,True
154,154,CPI,2025-01-15,90-99,137,None,2,레벨1,3,10,10,높음,228,True,False
155,155,Big5,2024-09-12,110-119,64,ENTP,5,레벨4,2,3,6,낮음,250,False,True
156,156,NEO-PI-R,2024-10-05,110-119,79,ENTP,8,레벨2,4,2,1,매우높음,249,True,True
157,157,NEO-PI-R,2025-01-06,100-109,125,INTJ,10,레벨1,9,3,3,매우높음,241,True,True
158,158,MMPI,2024-09-06,40-49,68,None,7,레벨5,4,8,3,낮음,222,True,True
159,159,Big5,2024-11-25,40-49,68,INTJ,8,레벨3,8,6,9,높음,213,True,True
160,160,CPI,2024-08-16,100-109,147,ESTP,7,레벨3,1,1,6,높음,239,True,True
161,161,Big5,2024-12-27,90-99,141,ISFP,2,레벨3,1,3,6,매우높음,276,True,False
162,162,MBTI,2025-01-29,70-79,107,INTJ,8,레벨3,8,7,7,보통,244,True,True
163,163,NEO-PI-R,2025-05-29,40-49,99,ENTP,6,레벨1,10,2,5,높음,219,True,True
164,164,MMPI,2024-11-04,40-49,142,INTJ,5,레벨4,7,3,3,낮음,270,True,True
165,165,Big5,2024-09-26,20-29,101,None,6,레벨1,4,2,5,낮음,269,True,True
166,166,CPI,2024-08-07,80-89,75,ENTP,8,레벨5,1,5,10,높음,247,False,True
167,167,MBTI,2025-04-07,110-119,85,ENTP,5,레벨5,9,5,8,보통,290,False,True
168,168,Big5,2024-10-03,90-99,149,ISFP,6,레벨3,8,3,4,낮음,203,True,True
169,169,Big5,2024-10-09,80-89,55,None,5,레벨5,9,6,6,낮음,245,True,True
170,170,MBTI,2025-03-07,110-119,52,INFP,3,레벨4,2,8,3,높음,241,True,True
171,171,NEO-PI-R,2024-10-03,110-119,78,None,10,레벨4,7,6,7,보통,257,True,True
172,172,MBTI,2024-06-29,20-29,103,ESTP,2,레벨2,3,7,3,매우높음,223,True,True
173,173,MMPI,2024-07-03,20-29,133,ENFP,7,레벨1,4,9,4,높음,219,True,True
174,174,Big5,2024-07-01,90-99,145,ISFJ,10,레벨4,6,2,2,매우높음,230,True,True
175,175,NEO-PI-R,2024-12-09,50-59,63,ISFJ,5,레벨1,6,2,2,낮음,216,True,True
176,176,CPI,2024-06-18,60-69,109,ENFP,4,레벨3,10,4,9,보통,237,True,False
177,177,Big5,2024-08-09,90-99,101,ENTJ,8,레벨5,10,8,5,보통,255,True,True
178,178,MBTI,2024-07-18,100-109,82,None,4,레벨3,4,10,1,낮음,275,True,True
179,179,MMPI,2025-01-01,90-99,67,ESTP,9,레벨3,3,7,1,높음,222,True,True
180,180,NEO-PI-R,2025-05-12,50-59,61,ISFP,3,레벨3,8,2,7,낮음,279,True,True
181,181,Big5,2025-03-12,60-69,76,INTJ,7,레벨5,10,1,6,매우높음,270,True,True
182,182,Big5,2024-12-24,50-59,97,None,1,레벨3,4,6,6,매우높음,238,True,False
183,183,CPI,2025-03-20,10-19,57,ENTJ,10,레벨1,2,8,2,보통,211,True,True
184,184,Big5,2024-08-05,110-119,103,ISFP,4,레벨1,3,5,10,낮음,281,True,True
185,185,CPI,2025-04-25,40-49,140,ENTP,5,레벨2,3,4,4,낮음,191,True,True
186,186,MMPI,2024-10-02,110-119,111,ESTP,4,레벨4,1,8,7,매우높음,257,True,False
187,187,CPI,2024-10-01,70-79,116,ISFJ,4,레벨2,1,9,7,매우높음,253,True,True
188,188,Big5,2024-08-13,80-89,114,INFP,8,레벨1,4,8,7,매우높음,297,True,False
189,189,NEO-PI-R,2025-02-13,50-59,124,INFP,6,레벨4,6,7,3,높음,287,True,True
190,190,CPI,2024-09-19,70-79,111,None,10,레벨2,2,6,2,높음,259,True,True
191,191,NEO-PI-R,2024-08-05,60-69,64,ISFP,9,레벨1,9,5,8,매우높음,207,True,True
192,192,Big5,2024-12-18,100-109,138,ISFP,9,레벨5,7,6,1,보통,256,True,True
193,193,NEO-PI-R,2024-07-15,80-89,60,ISFP,1,레벨1,2,6,7,낮음,154,True,False
194,194,CPI,2024-09-06,20-29,126,INFP,7,레벨5,4,2,6,낮음,264,True,True
195,195,CPI,2025-03-17,50-59,128,ISFP,1,레벨2,3,1,3,낮음,205,True,False
196,196,Big5,2024-12-28,110-119,119,ISFJ,2,레벨3,7,5,2,낮음,219,True,True
197,197,NEO-PI-R,2025-02-07,60-69,137,ENTP,5,레벨4,1,9,8,높음,289,True,True
198,198,Big5,2025-03-18,30-39,93,INFP,5,레벨5,5,8,3,높음,239,True,True
199,199,MMPI,2024-11-18,120-129,116,ENTP,9,레벨3,2,4,8,높음,241,True,True
200,200,Big5,2024-11-30,100-109,138,ISFJ,8,레벨5,3,1,9,보통,233,True,True
