question_id,title,content,asker_name,asker_email,category,difficulty,views,likes,resolve_count,created_at
58,Officiis ipsam dignissimos ex deleniti hic.?,"Voluptates alias accusamus quasi animi. Quam minus repudiandae iusto. Explicabo tempore dolor id. Voluptate consequatur qui blanditiis molestias ipsa excepturi.
Veniam sequi voluptatibus fugit. Iusto voluptates culpa laboriosam ab reprehenderit exercitationem.
Impedit nesciunt libero id. Ab excepturi porro praesentium repudiandae.
Eveniet veritatis alias placeat. Eos repudiandae animi expedita incidunt.",이예은,gimmiyeong@example.net,학습,중급,622,75,False,2025-04-07 16:49:36.409611
219,Ab nesciunt totam quo aut velit.?,"Omnis dolor placeat ab totam voluptatum sint accusantium. Reprehenderit iusto distinctio.
Sapiente commodi maiores id exercitationem. Ut harum vero molestias quaerat omnis.
Eos eos cumque laboriosam delectus dolorem vitae. Exercitationem sed quasi accusamus eligendi illum. Veniam fugiat pariatur dolorem.
Sunt in qui saepe. Qui temporibus voluptatum vero quo iste.",송현우,seosugja@example.net,기술,중급,849,23,False,2025-05-19 01:21:53.223980
46,Vel harum modi iste hic unde amet explicabo.?,"Repellendus sequi ea quisquam ipsum possimus eligendi explicabo. Mollitia quam error sunt. Ullam dolorum voluptates itaque deleniti magnam atque cupiditate.
Laborum rem aliquam delectus dicta. Esse ipsam voluptatibus repellendus dignissimos nam eveniet. Quibusdam rerum dignissimos suscipit illum esse odio quos.
Error dolore quos quidem laudantium facere neque officiis. Beatae doloremque facere saepe eius natus. Ullam porro repudiandae saepe.",권현준,jinu45@example.org,기술,중급,539,78,True,2024-11-28 23:49:04.573709
183,Animi repudiandae adipisci fuga libero.?,"Laudantium temporibus praesentium odit. Voluptatum deserunt recusandae illo alias suscipit mollitia.
Libero repellat cumque impedit eos. Optio corporis provident error assumenda. Ad officia corporis fuga omnis.
Quia unde quaerat ducimus. Dolor voluptate reprehenderit repellendus eaque molestias porro. Enim impedit repellat necessitatibus sint maxime impedit non.
Sequi placeat voluptatibus quae. Quia neque consequatur.",이준영,kji@example.com,생활,고급,392,68,False,2025-05-26 00:51:59.609482
222,Quidem aspernatur odit eos blanditiis in omnis consequatur.?,"Aut sunt doloribus nisi. Facere reprehenderit molestias hic.
Maiores ea sapiente facilis magni veritatis. Unde ullam cum consectetur adipisci.
Sit aliquam deleniti at tempora. Occaecati odit itaque sed unde. Dolorum nam ipsum sit facere distinctio. Excepturi excepturi reprehenderit rem animi.
Voluptas saepe voluptate quos. Laudantium quis voluptatibus enim quasi culpa.
Quas quis praesentium nemo inventore dolor similique vitae.",윤준호,gangjeongsug@example.com,생활,초급,263,49,True,2025-04-22 02:06:41.851025
290,Deserunt reprehenderit deserunt laudantium maxime amet veniam minus at ducimus.?,"Eaque itaque neque laudantium suscipit quidem nulla sunt. Facere alias consequatur reprehenderit vel repudiandae. Sequi deserunt eos nemo dolore enim aspernatur.
Eius quia eius impedit corrupti. Similique accusamus deleniti unde dolore ea.
Rerum autem quod et rerum. Vitae inventore blanditiis laborum.
Cupiditate ad itaque nulla. Soluta minima voluptates voluptatibus beatae itaque.
Sit ducimus laborum. Quis quo cum.",남동현,borami@example.net,생활,고급,386,50,False,2025-03-02 09:01:53.694670
212,Dolorem nemo accusantium recusandae quas pariatur laudantium.?,"Quaerat ea eaque cum unde quibusdam. Accusamus occaecati dolores nihil ad veritatis. Numquam aliquam cumque harum eum quaerat distinctio a.
Officia maxime repudiandae quisquam dolorem. Nemo doloribus voluptate mollitia fugiat harum atque voluptatum.
Inventore quaerat consectetur eos itaque quidem. Doloribus quos nisi excepturi consectetur quisquam recusandae. Non neque deserunt dicta error excepturi repellat laborum.
Voluptate eligendi sequi similique itaque. Assumenda voluptas illo velit iure.",조현지,ccoe@example.com,취업,고급,95,42,True,2025-05-08 11:53:16.268743
149,Esse possimus perspiciatis quo temporibus suscipit.?,"Voluptatem repellendus adipisci ab corporis praesentium commodi nulla. Quod suscipit cumque perferendis reprehenderit at deleniti nam. Id quia ducimus expedita praesentium ea impedit.
Voluptas fuga eos eos. Delectus nisi ipsa autem cupiditate saepe. Corrupti aliquam molestiae omnis.
Tempore nemo repellat repudiandae earum facilis accusamus. Ratione tenetur voluptatem aut.
Perferendis sed amet assumenda ducimus quod sint consectetur.",권성훈,bagseongjin@example.org,기술,초급,113,70,True,2025-01-17 22:11:28.829137
166,Harum recusandae neque ut fuga natus.?,"Enim ex cum beatae voluptatum molestiae error. Sunt ut iusto commodi occaecati. Maxime dolores vel laudantium corrupti et ducimus.
Iste id illum voluptates optio debitis occaecati.
Esse error cum fuga quasi eius. Libero recusandae excepturi unde.
Nostrum odio rem soluta. Modi corrupti minima quas non inventore consectetur.
Quis distinctio atque eos. Vitae sunt asperiores. Debitis nostrum alias quisquam provident porro.",송영수,jeongsug23@example.net,취업,초급,531,14,True,2024-06-24 11:15:00.449276
79,Nam itaque quam eligendi voluptatem laboriosam.?,"Facilis ab quisquam illum rerum accusamus necessitatibus repudiandae. Quasi earum deleniti iste. Ab architecto maxime repellendus itaque quibusdam atque distinctio.
Deserunt repudiandae ipsum alias neque. Temporibus pariatur quis in. Non modi porro impedit doloribus.
Aliquid ullam optio doloremque architecto omnis expedita.
Nisi accusamus sapiente officia esse. Odit cumque quis beatae exercitationem.",최진호,sanghun95@example.com,건강,고급,857,41,True,2024-06-10 10:08:23.943496
114,Nemo et perspiciatis facere ea autem occaecati quisquam blanditiis fugit.?,"Dolorum voluptatibus quo unde atque quisquam provident enim. Itaque cumque distinctio occaecati eius nam voluptates.
Hic nisi perspiciatis odio hic dolorem. Natus quas aspernatur distinctio.
Suscipit quos ut corrupti quidem facere neque. Tempora dolorum vero reiciendis. Quisquam praesentium architecto minima soluta qui. Nobis quasi dolorem dolore ipsa consectetur ipsa.
Consequuntur deleniti quod. Perspiciatis officia quis. Aut sed sunt suscipit.",이우진,myeongsug49@example.com,기타,초급,478,86,True,2024-07-12 09:16:00.988790
250,Enim corrupti doloremque et dolor laboriosam temporibus perferendis.?,"Tenetur voluptate saepe ducimus. Est laudantium necessitatibus quaerat.
Sit dignissimos ducimus quod corrupti dolores ut. Quisquam adipisci totam repellendus reiciendis. Veniam aspernatur earum placeat repudiandae eligendi.
Aspernatur voluptas exercitationem vel quos. Aperiam quis unde repellendus aliquam fuga similique itaque. Ad quo porro reiciendis suscipit corporis doloremque.",이은경,khwang@example.org,기술,고급,681,53,True,2025-02-04 10:55:41.687078
251,Magnam possimus fugit assumenda quis excepturi neque aliquid culpa adipisci.?,"Harum quasi cupiditate maiores sint. Possimus commodi quibusdam molestiae sit accusantium odit.
Eum libero veritatis iure. Aliquam nam recusandae voluptatum illum temporibus.
Architecto assumenda placeat blanditiis velit eligendi veniam. Facere accusamus dolorum minus fuga. Eveniet veniam doloribus incidunt molestiae.
Nisi sequi laboriosam debitis at autem illum. Dolorum doloribus expedita rem necessitatibus molestiae modi tempore. Facilis ex iusto delectus est.",나병철,hancunja@example.org,취업,중급,433,65,False,2025-02-18 18:50:26.049619
105,Ducimus nobis ex quae tempore reprehenderit.?,"Magni animi tenetur aperiam. Expedita tenetur repellendus aperiam ratione. Inventore sapiente aut officiis. Earum iusto vero illum.
Dolores fugit iusto cumque. Necessitatibus doloribus modi non delectus suscipit. Unde ducimus sapiente.
Labore molestiae veritatis unde adipisci ipsum. Ipsam voluptas rerum adipisci sint. Ducimus aut vitae harum veniam.
Qui ratione alias dolor quod. Eaque occaecati placeat quos asperiores minima iusto recusandae.",김현우,gweonyejun@example.net,학습,고급,6,64,False,2024-11-13 22:44:35.631656
43,Optio quam modi vel accusamus in inventore veritatis.?,"Nesciunt dolore at nisi quisquam neque qui.
Odit tempore eum quas vel. Alias dolore quae minima incidunt neque voluptatum.
Nesciunt quisquam perferendis vel assumenda. Laboriosam explicabo quo magnam corporis tenetur. Maiores consequatur repellendus ratione ipsa odit.
Provident quidem nostrum eaque officia voluptatum. Inventore aspernatur hic asperiores itaque. Ullam porro unde.
Consequuntur non temporibus harum corrupti quasi a. Dignissimos sed quod quo eius voluptate possimus quaerat.",홍보람,hyeonubag@example.org,학습,고급,999,60,True,2024-12-08 16:04:09.711107
282,Assumenda accusantium porro beatae cupiditate provident facilis nisi laudantium.?,"Vitae eveniet qui necessitatibus voluptas. Ea quod praesentium commodi quis officia. Nihil quasi earum adipisci consequatur.
Magni doloribus cum et eius.
Pariatur quis ad eum. Eligendi iusto alias deleniti necessitatibus dicta dolorum.
Dignissimos ab sequi quaerat aut vero tenetur. Iusto consequatur quisquam aut.",윤선영,anjiyeon@example.net,기술,중급,150,8,True,2024-06-24 14:47:34.106660
296,Aperiam dolorem vero quasi sit excepturi labore sequi sapiente mollitia.?,"Officiis accusamus ab. Porro aliquid necessitatibus voluptatem rem.
Iste amet expedita beatae porro. Quidem illum aliquam incidunt fugit suscipit saepe.
Nemo modi inventore accusantium quisquam. Culpa beatae ratione at dolores adipisci. Labore odio libero magni qui harum.
Inventore voluptates magnam harum ex labore incidunt velit. Libero nam rerum. Necessitatibus maiores voluptas nesciunt sint.
In libero necessitatibus iste excepturi. Qui consequatur saepe porro.",김윤서,bagbyeongceol@example.net,생활,초급,948,36,False,2024-08-15 04:20:18.492248
158,Sequi qui perspiciatis natus nisi molestiae.?,"Voluptates reiciendis provident tempore expedita modi. Nostrum repudiandae tempore dignissimos beatae officiis. Aut ipsam illum non dolores accusamus. Adipisci quis ducimus delectus delectus ex.
Aliquam perferendis non dignissimos ut minima nihil tenetur. Alias vero itaque quae.
Recusandae possimus laboriosam repudiandae nihil. Est dignissimos similique voluptate quae sunt dolore. Accusamus omnis maiores reprehenderit.",김순옥,siu06@example.net,생활,중급,157,29,True,2025-05-21 22:01:45.207882
239,Perspiciatis mollitia magnam dicta distinctio.?,"Ducimus facilis molestias eveniet quas quisquam non ipsam. Ut exercitationem autem impedit sequi enim optio. Esse assumenda reprehenderit libero.
Dolore voluptas ipsam. Facilis ullam facilis perspiciatis voluptatum aspernatur. Reiciendis est excepturi occaecati.
Est veritatis incidunt modi maxime consectetur officiis.
Deserunt praesentium ipsam tenetur enim. Cupiditate impedit alias exercitationem odio error.",박경희,migyeong57@example.net,생활,고급,546,49,False,2024-08-17 15:09:48.353463
18,Libero et unde nobis nisi sequi magni ex placeat deserunt.?,"In ut esse earum. Ut ut reiciendis. Amet at natus enim quasi veritatis cupiditate quam.
Voluptas aperiam veritatis vero possimus delectus ex optio. Perferendis corporis dolorum ipsam culpa.
Tenetur saepe doloribus aperiam. Perferendis illo delectus a deserunt exercitationem.
Laudantium dolore aliquid libero velit. Quisquam doloribus earum doloribus pariatur dolorem.
Quisquam cumque illum a. Animi doloremque assumenda eius minus eveniet est. Libero pariatur ab odit aperiam.",이민수,vi@example.com,생활,중급,195,31,False,2024-07-30 12:56:05.798616
165,A sed atque nobis aliquid recusandae tempora maxime architecto.?,"Eos quibusdam neque tenetur magni atque. Mollitia cumque consequatur inventore blanditiis perspiciatis culpa. Ea necessitatibus quas magnam cumque consequuntur sit dignissimos.
Ratione nobis sequi ratione quo recusandae. Quisquam non molestias temporibus voluptates delectus possimus. Nesciunt sint architecto vero.
Animi eius unde qui ea alias. Commodi aut voluptate temporibus quas soluta.
Provident fugiat deserunt itaque laudantium nemo cupiditate. Inventore voluptates eius eveniet consectetur.",이수진,bagjiu@example.com,취업,초급,103,14,False,2024-10-02 02:54:43.065594
34,Id voluptates fuga maxime reprehenderit quas illum consequuntur voluptates.?,"Distinctio nemo a labore est. Itaque accusamus fuga soluta cumque.
Neque delectus omnis cum odio asperiores dolore. A unde consequatur fugit nulla ex. Totam voluptate sunt beatae qui earum.
Dolorum eaque repudiandae nam id consequatur sit. Culpa beatae perspiciatis quibusdam harum tempore.
Vitae nulla eaque iure aliquid reiciendis placeat expedita. Quibusdam laborum sequi quidem eveniet. Aut omnis at illo recusandae unde.",우우진,myeongsuggim@example.net,기술,초급,362,27,True,2024-12-29 13:54:53.871383
25,Cum molestiae amet culpa accusamus natus deleniti.?,"Quos quae accusantium incidunt doloribus molestiae. Placeat expedita est similique quod et.
Iusto ab autem exercitationem provident et. Voluptatum recusandae quam vitae iusto at.
Aliquam porro magni non. Laborum commodi maiores nam sint. Ipsa voluptas hic in iusto corrupti.
Tenetur deleniti dignissimos ipsa natus autem possimus. Optio voluptate aut natus sit assumenda laboriosam. Sequi repudiandae voluptatum accusantium dolores molestiae distinctio sint.",이정희,jieun04@example.org,건강,고급,721,8,True,2024-08-13 06:29:41.075895
216,Incidunt molestias quis delectus commodi nam.?,"Nisi assumenda odio pariatur. Animi mollitia delectus laudantium minus itaque.
Ipsa illum eligendi sit atque sit laboriosam. Ut explicabo hic itaque voluptatem dolores ad. Illo quibusdam nam aspernatur sed esse.
Cupiditate voluptate aut maiores. Quam laborum sint quibusdam sapiente.
Dignissimos eius ipsam voluptate rem. Nisi reiciendis rerum aperiam.
Vero velit sed. Doloribus et similique odio ex repellendus. Officia beatae exercitationem explicabo voluptates iusto earum.",최미숙,yeonggil09@example.com,기타,초급,348,80,False,2025-02-16 01:06:24.135661
120,Repellendus accusantium perferendis consequatur ipsa at quasi.?,"Quisquam excepturi dignissimos officia nostrum accusantium. Sed ea repellat officiis dicta omnis.
Tempora recusandae molestiae. Error deleniti ea amet ducimus.
Odio odio minus repellat odio repellendus ducimus.
Voluptate reprehenderit sit laborum. Totam exercitationem aliquid voluptate quae ad ratione.
Ab soluta rerum ratione placeat porro. Eveniet debitis quae beatae nesciunt vero esse tempore.",최주원,eunseo35@example.net,건강,초급,288,88,True,2024-09-07 04:26:29.168751
8,Odit dolor iure quas eveniet occaecati incidunt voluptate vel odio.?,"Hic veritatis alias commodi. Veniam neque tempore quae minus. Libero fuga nulla praesentium facilis fugit dolorum.
Rerum quibusdam vel sint blanditiis. Qui dolorem exercitationem optio vitae iure itaque.
Quo minima tempora id harum quaerat tempora. Id deleniti nihil perferendis quae ut reprehenderit adipisci. Consectetur porro dolores ipsam exercitationem error.
Nostrum consequuntur amet perspiciatis. Quia harum illum delectus temporibus labore ad. Natus at incidunt beatae ad.",이영길,caeweon74@example.com,기타,고급,788,87,True,2024-07-03 08:01:36.075352
91,Nisi delectus quibusdam natus quo illo reiciendis laudantium nobis.?,"Quas voluptas illo quo rerum rerum voluptates. Et excepturi ratione aliquid. Quasi quia reprehenderit odit quas modi saepe in.
Autem explicabo alias amet repellat voluptas. Fugiat dicta consequuntur consequuntur. Ad reiciendis porro tenetur nemo quos quasi.
Quasi quasi eaque neque explicabo. Hic veritatis nam sint quibusdam sint. Cum molestias quae iste ducimus sequi.
Ea atque ut quidem velit ad voluptatibus. Eius laboriosam iusto nostrum harum. Itaque alias molestias quas illo id delectus.",김영길,sunjai@example.com,건강,초급,271,80,False,2024-11-15 16:54:15.810137
47,Sequi incidunt mollitia porro nihil beatae eos pariatur.?,"Nisi veritatis reprehenderit beatae. Culpa occaecati odit tenetur eum. Natus nulla excepturi numquam rerum dignissimos ullam.
Repudiandae minus blanditiis dignissimos id. Occaecati dicta excepturi corporis unde. Recusandae tenetur a nihil eaque quae.
Neque aspernatur dolores. Accusantium in ut itaque tenetur dolorum.
Totam inventore ex unde. Dolorem occaecati rem necessitatibus. Accusantium exercitationem placeat.",김경희,minsuyun@example.com,기술,고급,197,87,False,2024-10-27 21:22:47.131943
74,Enim reiciendis at ut perferendis cumque impedit et.?,"Maxime quaerat tenetur molestias. Animi quaerat provident saepe. Fugit accusantium non non.
Quae accusamus recusandae voluptatibus. Aperiam eligendi sit quas ducimus quo.
Inventore hic autem possimus aliquid quisquam maiores. Nobis accusantium modi repellendus hic recusandae unde.
Saepe nihil molestias dicta. Delectus aliquid ratione adipisci. Necessitatibus pariatur quam tempora vel quasi maxime.
Vero quas tempora cupiditate error fuga.",윤민지,junho01@example.net,생활,초급,339,89,True,2024-09-11 20:19:57.669013
94,Distinctio occaecati quos deserunt expedita distinctio assumenda unde quibusdam blanditiis.?,"Ipsa at velit veritatis. Ullam mollitia tenetur at.
Laudantium maiores magnam accusamus. Earum adipisci in ad. Commodi sit quas ipsum omnis placeat eveniet.
Vitae distinctio repellendus vel sed atque ea. Laborum qui possimus ut officiis pariatur. Excepturi dicta veritatis dolorem error.
Ut exercitationem accusantium unde delectus quis. Accusamus soluta aliquam voluptate ea. Veniam ad expedita eveniet esse quia.",황정숙,yejinbaeg@example.com,기술,초급,899,50,True,2025-02-12 23:44:28.226335
77,Ut vel itaque eaque recusandae distinctio iure optio.?,"Eligendi incidunt perspiciatis nemo. Fuga minus cupiditate veritatis tempore quam ea. Beatae tempore nisi natus quis. Deleniti labore cumque.
Tempora illum odit officiis doloribus natus.
Repudiandae cum quisquam debitis nostrum. Cum et occaecati at laborum laudantium tempore.
Fugiat dolores nihil. Molestiae eveniet magni reiciendis voluptas. Facere distinctio aspernatur rem minima praesentium a. Odit ipsa doloremque delectus.",김하윤,seoyeon40@example.net,학습,초급,628,29,True,2025-05-08 12:12:24.256841
287,Eius non officia ipsum magni minus.?,"Recusandae vitae sed nisi impedit cupiditate quas. Temporibus impedit veritatis porro.
Dolor dolor ex cumque voluptatum. Totam architecto delectus fugiat accusantium totam. Soluta debitis reprehenderit ut animi sapiente debitis.
Amet explicabo tempore. Sed quia illum placeat blanditiis quia labore nesciunt.
Nesciunt eaque voluptates sed dolorem voluptate eaque. Occaecati unde quia cupiditate ad accusantium perspiciatis.
Nobis praesentium adipisci aperiam doloribus.",최동현,eunseoyun@example.net,학습,중급,655,80,False,2024-11-10 22:16:07.959351
61,Commodi sint dolore libero tempore commodi corporis nemo debitis.?,"Vero minima sit hic laudantium. Ipsum et beatae error illum. Ducimus doloribus quibusdam harum. Provident quibusdam nisi dolor ipsa ipsum in.
Veritatis error nihil iusto excepturi. Nisi atque a tempora suscipit facilis quo nisi.
Recusandae mollitia iure sequi atque corporis ab. Voluptas nostrum ducimus quod temporibus quis minus.
Molestias cumque doloremque occaecati. Distinctio earum culpa.",이지후,hanmyeongja@example.net,건강,초급,312,32,True,2025-01-01 19:43:54.719229
78,At tempore vitae quaerat laudantium ullam blanditiis reiciendis delectus.?,"Iste ducimus suscipit corporis. Nisi blanditiis vel ea nostrum incidunt assumenda eligendi. Nemo nobis facilis aliquid velit reiciendis occaecati.
Aliquam alias ex.
Placeat voluptates quo harum voluptatem omnis impedit. Dolorem non suscipit maiores dolorum.
Saepe necessitatibus tenetur minus recusandae rerum. Beatae asperiores nulla aperiam officiis dolorem illo. Pariatur ducimus tempore sapiente accusamus excepturi.",이승민,haeun28@example.org,취업,고급,552,36,False,2025-04-16 17:03:46.905871
64,Inventore eius laborum inventore deleniti officia occaecati cupiditate consectetur blanditiis.?,"Necessitatibus pariatur voluptate nihil. Vel consectetur ea harum debitis corrupti perferendis. Sapiente deleniti est veritatis quam.
Animi esse iusto. Deleniti totam consequatur deleniti. Voluptates consequatur nostrum consequatur nobis quasi.
Dolorem aliquam id aliquid qui aliquid in. Facilis non non. Itaque cumque rem rem quia earum assumenda.
Hic ipsam qui impedit corrupti error sapiente. Aperiam nobis dolorum illo.",이상호,miyeong51@example.org,학습,초급,454,3,True,2025-04-08 10:55:20.024627
235,Officia aliquid tenetur illum placeat aut.?,"Repellendus animi ipsa asperiores. Cumque nesciunt a illum ducimus inventore veniam.
At praesentium quas optio quas blanditiis eaque recusandae. Quo nostrum id sapiente asperiores accusantium dignissimos. Nihil deserunt suscipit. Iure corporis quae cumque veniam quidem.
Minima ab incidunt ducimus quasi culpa deserunt. Mollitia enim natus incidunt omnis maiores unde. Eveniet alias laudantium adipisci similique consequatur voluptatum aliquam.",김준혁,bagboram@example.net,생활,중급,454,19,False,2025-03-01 02:52:34.882786
230,Blanditiis reprehenderit nostrum facilis quasi quisquam fugiat veritatis quo cumque.?,"Aperiam rerum eius dolorem natus quia exercitationem. Omnis magnam debitis. Dicta consectetur aut labore.
Cum laboriosam ex nam voluptate. Optio mollitia impedit distinctio autem odit fugit. Rerum natus dolorem adipisci neque animi.
Nihil deserunt ipsa possimus tenetur. Hic accusamus placeat voluptatum. Iure aut maiores.
Asperiores in culpa. Sit minima magni ratione. Esse inventore iusto eligendi quaerat numquam iure.",이예은,gimjeongung@example.org,학습,초급,390,72,False,2024-09-27 17:16:11.265800
112,Animi voluptatum rem distinctio velit quo voluptate repudiandae.?,"Dolor totam facilis est maxime veniam doloremque. Sequi tempore corporis qui. Exercitationem quos porro adipisci consequuntur sint.
Accusantium exercitationem quam assumenda numquam suscipit natus sed. Quas fugit recusandae omnis veniam deleniti occaecati.
Eos sint dolores eius voluptatem non. Fugit hic veniam voluptatibus eos animi perferendis.
Occaecati blanditiis eligendi minus velit esse cupiditate. Porro nobis maxime. Error dicta saepe provident. Veniam nemo itaque non commodi recusandae.",안시우,gujieun@example.com,건강,중급,823,87,True,2025-02-03 19:47:12.562042
232,Occaecati odio molestias iste tempora nesciunt odio.?,"Dolorem tempore cupiditate nisi. Eaque alias libero quisquam.
Eaque voluptas placeat ipsa quis nam magni. Possimus commodi eaque error aut.
Impedit cum voluptas harum eum eveniet explicabo. Corrupti quas suscipit esse fuga exercitationem.
Repellat dolores totam fuga saepe commodi. Autem consectetur commodi quaerat. Dignissimos voluptas eaque reiciendis.
Ipsa iusto fugiat porro. Asperiores deleniti quo molestiae. Quam mollitia accusantium consequatur consectetur.",이도현,gimsiu@example.net,생활,중급,408,23,True,2025-04-23 18:28:40.365049
