player_id,username,email,nickname,level,wins,losses,created_at,current_rating
39,ujingim,gimdonghyeon@example.net,윤서,70,431,26,2023-07-21,1356
40,tjeong,yeongceol12@example.net,은서,29,230,380,2023-09-08,1563
41,hbag,zgweon@example.com,도현,79,430,485,2025-05-25,2100
42,hyeonsug31,heoseongmin@example.com,준서,36,45,425,2023-09-03,1846
43,gimeunju,ujin60@example.org,성호,74,440,178,2023-08-01,1584
44,gimdohyeon,bagjeongja@example.net,영수,79,471,199,2024-11-19,1216
45,gangdonghyeon,tha@example.org,경희,69,31,94,2024-04-21,1964
46,iseonghun,gusangceol@example.org,정웅,85,339,330,2023-10-30,906
47,sunog69,seojaehyeon@example.org,민재,68,263,192,2024-07-08,2262
48,ci,yeongceoli@example.net,승현,95,266,13,2024-10-04,2013
49,seonghyeonhan,seongsujo@example.org,민지,84,413,473,2024-04-04,1849
50,myeongsugbag,boram30@example.com,지훈,74,373,26,2023-09-22,1151
51,minsugim,dseong@example.org,영자,22,22,184,2023-11-19,1744
52,yejigim,gimseoyun@example.org,정남,9,314,9,2023-08-25,2006
53,seoyeongbag,iminseo@example.net,영환,40,312,96,2025-03-04,2230
54,jieuncoe,ljo@example.net,정남,64,12,197,2024-07-19,1775
55,ygim,di@example.org,영진,57,292,60,2023-08-01,2387
56,gyeongjai,jingyeongsug@example.com,재호,62,169,64,2024-10-09,2380
57,gimyeongmi,junyeongna@example.com,수진,30,157,269,2024-02-04,1205
58,seongjin56,minjae14@example.org,현숙,83,160,345,2023-08-24,1387
59,ocoe,seongho18@example.net,은서,53,310,136,2025-02-24,2020
60,eunjeonggo,jangjunseo@example.com,순옥,61,467,112,2024-05-29,1284
61,namhyeonjeong,jihyeongim@example.net,은영,1,25,122,2023-08-24,2469
62,xi,miyeongbag@example.com,도현,95,485,449,2024-01-26,1422
63,ngim,eomjaeho@example.org,보람,50,63,187,2024-04-02,1519
64,wgim,useonyeong@example.net,영식,84,387,236,2024-06-26,1331
65,yejio,hanyeonghwan@example.com,영수,5,53,251,2025-03-27,1120
66,vgweon,baeseongho@example.org,정순,57,485,402,2024-03-21,1248
67,sanghyeoni,gimgyeongja@example.com,지영,46,332,155,2024-08-10,1275
68,anjiweon,sunja27@example.org,지아,8,425,215,2023-07-31,855
69,ryuminseo,nojinu@example.net,진호,64,248,222,2024-03-06,1158
70,shong,xgim@example.org,정숙,82,387,111,2023-12-10,2143
71,jiyeon73,gimhyejin@example.com,지후,29,427,208,2023-10-18,1184
72,sunja88,hyeonusim@example.org,아름,20,376,415,2024-11-23,1984
73,dbaeg,hwangjiyeong@example.net,준영,53,20,358,2024-07-06,871
74,hjeong,boramgim@example.com,지혜,100,66,418,2024-06-29,2047
75,jihyegim,ogja49@example.org,은경,33,389,178,2024-06-11,2221
76,egim,gwangsugweon@example.com,민서,90,169,342,2024-10-07,1101
77,hayunseong,gwangsui@example.com,동현,55,222,69,2023-11-20,991
78,sujingim,yeongsugim@example.net,영자,95,83,224,2024-08-29,2190
79,seongminu,jiu85@example.org,옥순,25,201,308,2024-05-14,1948
80,ogsun95,gimgwangsu@example.org,현숙,12,363,422,2025-02-08,2405
81,ti,vcoe@example.com,순옥,68,75,298,2023-10-16,2395
82,nahyeonjeong,hyeonsug40@example.com,영자,23,265,386,2025-02-28,1508
83,yeongsui,sangho95@example.org,지민,56,6,377,2023-12-14,1369
84,xbag,vjang@example.com,선영,59,468,425,2024-10-24,2278
85,hyeonjeongi,janggyeonghyi@example.net,명자,48,204,475,2023-08-24,1352
86,minjunhyeog,gimjunyeong@example.net,도현,87,306,132,2025-04-02,1346
87,agim,yujinryu@example.net,아름,23,259,171,2024-04-25,2250
88,seomyeongja,egim@example.net,주원,26,362,431,2023-08-31,2136
89,gangjiweon,hi@example.net,영순,2,311,298,2023-11-11,1057
90,geonucoe,jeonghun79@example.org,성호,55,220,314,2024-02-15,2298
91,ojo,ji@example.net,현정,9,31,84,2023-06-24,1396
92,seongsu02,vi@example.org,지연,28,460,303,2024-05-19,2212
93,gimjaehyeon,nheo@example.com,준서,63,38,184,2023-10-03,1706
94,sumin58,hyeonjeong55@example.net,미영,59,412,60,2024-07-25,2269
95,xsim,yno@example.org,상철,3,94,316,2023-11-09,2343
96,hanseoyeong,yeweongim@example.org,현우,92,397,221,2023-10-20,1028
97,tgim,jeongja81@example.com,영미,78,491,362,2023-12-28,1967
98,wi,hyeonjeong21@example.com,정웅,46,404,353,2024-07-29,1995
99,gimjihu,sseong@example.net,정식,6,285,326,2024-03-25,1906
100,sunoggo,yeonggil16@example.net,성호,39,44,46,2024-09-19,1789
101,nammijeong,bagjiweon@example.net,정수,83,391,364,2025-03-03,2079
102,jongsu49,seongsu85@example.com,영호,14,246,190,2024-03-19,1016
103,nameunju,thong@example.org,미영,57,324,164,2024-05-25,2185
104,siu41,jeongjagang@example.com,유진,69,306,183,2024-10-28,2162
105,ogjabae,yeongmigim@example.com,보람,41,149,304,2023-10-26,2133
106,iminseo,jimingim@example.com,준혁,23,132,344,2024-05-28,807
107,gimyejun,migyeong12@example.org,동현,81,135,303,2024-12-19,2378
108,jiu78,isugja@example.org,승현,63,453,298,2024-01-25,800
109,jihyeon62,boram37@example.com,상호,47,307,114,2023-10-09,1639
110,dgim,yeongsigbag@example.net,정훈,36,267,322,2023-09-15,1706
111,mbag,cgim@example.net,은지,47,189,133,2024-03-15,1714
112,jeongja25,migyeongbag@example.com,경수,46,169,347,2024-08-22,1949
113,seonghyeon23,jaeho43@example.net,경자,39,149,170,2023-10-28,1775
114,ujin28,boram58@example.org,주원,42,76,216,2025-03-08,1138
115,bson,songjieun@example.org,순자,85,374,467,2024-08-07,1117
116,zcoe,cjin@example.com,예지,6,313,42,2024-12-22,1329
117,yeongjai,yujeongsun@example.com,진호,62,486,227,2025-05-03,1305
118,yunjeongsig,donghyeono@example.org,미정,69,189,127,2024-08-15,1433
119,jbag,igang@example.net,지후,76,374,33,2024-09-20,1647
120,gimjinu,songjeongsig@example.com,재호,50,453,333,2024-07-02,2380
121,seungmingim,dohyeon07@example.org,승민,68,274,453,2024-12-24,2024
122,yunseo53,jiyeongi@example.com,정자,94,392,307,2024-02-05,820
123,jieun38,gimsanghun@example.com,현주,93,353,40,2023-07-03,1882
124,dohyeon93,gwangsuyun@example.com,경자,37,479,420,2024-06-10,2241
125,sjo,imjiyeong@example.com,민지,99,413,250,2025-06-01,971
126,jihu74,caeweon04@example.net,현우,4,416,38,2024-12-23,2002
127,seoyunsong,yeonghwan20@example.net,아름,50,441,197,2023-06-10,1341
128,hanseonghun,cgim@example.org,채원,74,120,155,2024-05-21,2033
129,ihyeonjun,misug54@example.com,현정,31,132,290,2023-07-11,918
130,kyun,bagjeongja@example.net,은정,83,121,374,2024-08-23,2032
131,yeonghwansong,eunju86@example.com,현준,16,70,71,2023-08-22,2245
132,qyang,yeweon68@example.com,영자,1,107,283,2024-09-20,976
133,oyun,hyejinjin@example.com,영희,87,16,359,2025-02-28,1282
134,ijihyeon,yangyejun@example.com,서준,1,308,111,2024-07-29,1578
135,gimsangho,hyeonsug52@example.org,시우,62,443,216,2024-09-12,1151
136,hyeonji83,subino@example.org,지후,44,27,367,2024-01-10,2121
137,gwangsuson,sanghogim@example.net,영길,10,305,185,2025-03-04,2270
138,minseog46,sbag@example.com,은서,90,362,205,2024-07-19,2039
139,minsujang,ujinjang@example.org,정호,47,368,308,2024-02-09,2324
140,naminsu,zcoe@example.org,성수,61,324,465,2025-05-15,2134
141,yeongmii,vjeon@example.org,영미,71,381,325,2025-02-08,1597
142,yeonggil57,bryu@example.com,은지,48,389,68,2024-05-25,1262
143,jiuca,gimjeonghun@example.net,은주,67,101,494,2024-05-22,1983
144,gimjieun,sujin43@example.net,미경,9,17,261,2025-02-25,1883
145,munjunhyeog,jinho95@example.net,정남,93,198,12,2025-01-22,1565
146,hanjunho,yejibag@example.net,서윤,42,235,422,2024-02-03,1793
147,junyeong89,jieun64@example.com,상훈,49,273,301,2023-10-20,1838
148,eunyeongseo,ganghayun@example.net,민수,40,279,60,2024-09-24,1728
149,hwanghyeonji,bagdoyun@example.com,영숙,47,364,108,2025-01-12,939
150,gyeongjagim,ccoe@example.com,순자,30,26,6,2025-02-11,1077
151,gimseoyun,jeonghyihwang@example.org,유진,2,288,90,2025-01-16,935
152,junseogim,yeongceolbag@example.net,수민,80,163,261,2024-05-12,1969
153,minjaegim,gweoncunja@example.com,재현,59,123,312,2024-08-16,2353
154,gimhyeonju,ngim@example.net,수민,26,229,321,2024-05-31,1774
155,doyun85,gimboram@example.com,민지,37,292,11,2024-11-17,2125
156,hyeonju23,jeongnamryu@example.net,정자,25,164,221,2024-11-22,1893
157,myeongja62,seonghoi@example.net,성수,11,63,498,2024-03-07,1241
158,miyeong54,jia09@example.com,동현,18,113,378,2023-12-17,2371
159,ryun,gweonjihyeon@example.com,광수,28,120,51,2025-01-11,1548
160,yeongsugyun,zjang@example.net,지민,23,53,131,2023-12-22,1377
161,gimmisug,wbag@example.net,지아,1,338,330,2024-10-22,2434
162,zan,gimjeongho@example.com,수민,91,313,416,2025-02-04,1361
163,cunjagim,gimsiu@example.com,민준,90,425,263,2024-03-04,1900
164,di,jinu09@example.net,은지,68,233,23,2023-10-04,1186
165,guseungmin,junseo66@example.net,광수,55,375,164,2024-07-30,1255
166,jiuo,kmun@example.org,경희,100,236,311,2025-01-23,2470
167,naogsun,jaehyeon34@example.org,지현,53,184,179,2024-04-10,1274
168,hanjinho,tcoe@example.org,예준,88,374,254,2023-08-12,1007
169,sgweon,ijunyeong@example.net,지후,64,436,170,2024-01-24,1177
170,eunjigim,gimboram@example.org,수빈,2,228,60,2023-06-17,1683
171,seonghun81,jiweongim@example.org,성훈,62,440,476,2023-11-19,1706
172,pbag,jeonghyiyun@example.org,진우,10,493,443,2024-07-07,2164
173,myeongjaheo,ihyeonu@example.com,현정,40,214,158,2023-07-19,1946
174,munjeongnam,guhyejin@example.com,선영,44,256,152,2024-01-18,1104
175,ganggyeongsu,hyeonji40@example.org,민재,1,387,443,2025-02-22,2239
176,chan,ganggyeongja@example.com,영숙,89,188,436,2024-03-23,1856
177,hyejingim,yeonghyii@example.com,민수,85,341,240,2024-07-21,1269
178,asim,kgim@example.com,경희,35,489,473,2023-12-15,875
179,jeongung84,gimhyejin@example.com,영미,81,242,123,2023-12-02,2379
180,seoyun76,hyeonju64@example.net,예원,58,114,317,2024-05-12,1508
181,minseog23,gwangsugim@example.com,준영,47,405,368,2024-10-16,1867
182,ycoe,gimjinu@example.net,광수,8,290,83,2023-12-13,842
183,uca,coejiweon@example.com,건우,78,492,360,2024-12-06,2472
184,gimmijeong,idoyun@example.org,지훈,43,296,328,2024-10-16,2452
185,yeonggilgweon,dohyeon85@example.org,성훈,51,449,236,2024-08-13,1564
186,godonghyeon,jihyeon40@example.com,하은,78,336,63,2025-02-11,1226
187,coegyeongsug,ngim@example.org,옥자,88,138,333,2023-08-11,2341
188,zgim,areumi@example.org,성수,95,154,352,2024-12-22,1671
189,caeweonbae,seoyeon23@example.net,건우,25,139,355,2024-11-13,1598
190,igang,gangjeongsun@example.org,상현,76,237,43,2024-10-25,1123
191,casugja,yeonghyi88@example.net,윤서,80,498,297,2023-09-08,1083
192,ggim,jeongsui@example.com,건우,17,69,480,2023-08-13,2018
193,janghaeun,jinho24@example.org,민수,67,179,200,2024-10-03,2493
194,tgim,juweon35@example.net,현숙,37,82,36,2024-09-16,1938
195,imijeong,egim@example.net,재호,26,229,427,2025-04-17,1855
196,gimjeongsug,sangceoli@example.com,재호,22,144,449,2023-11-24,2292
197,jeonghyi26,fsim@example.net,서영,37,128,16,2023-08-12,1282
198,hcoe,oeunju@example.com,선영,20,126,20,2023-11-16,1401
199,ijihye,gweonseongjin@example.net,성훈,65,430,321,2023-07-19,2450
200,gimogja,xi@example.net,준서,34,54,396,2024-08-03,2062
201,lgim,seungmin45@example.org,시우,13,450,199,2023-06-21,2421
202,jinu04,oi@example.net,성진,92,48,235,2025-03-22,2342
203,yi,xhwang@example.net,준영,59,478,378,2023-07-21,2163
204,hbag,tjo@example.com,서윤,36,70,174,2023-09-23,1382
205,gyeongja73,seoyeonggim@example.com,예은,91,216,181,2024-01-11,1781
206,ucoe,jungsucoe@example.org,주원,16,205,453,2024-04-15,1789
207,jeonghungim,gyeongsug38@example.org,성진,69,255,381,2023-09-17,2459
208,jungsu73,jiahwang@example.org,미숙,47,94,129,2023-10-31,1120
209,sanghun05,junhyeoghong@example.org,정호,91,193,438,2024-08-24,959
210,gimjunho,jangjeongja@example.org,순자,39,409,223,2024-12-13,1809
211,gyeongsu75,yeongja68@example.net,건우,10,219,301,2025-04-14,1610
212,ogsun62,eunseo88@example.com,민지,12,92,469,2023-11-09,1174
213,qbag,sugja59@example.org,상철,11,118,487,2024-05-17,1042
214,ibyeongceol,ei@example.org,정순,44,176,139,2023-10-13,1263
215,yuneunji,eyang@example.net,도윤,29,328,434,2025-01-01,899
216,gweonhaeun,jinho36@example.org,숙자,18,49,119,2025-03-13,1312
217,lan,areumgang@example.org,윤서,27,315,51,2025-01-26,2413
218,bageunju,hanseongmin@example.net,영일,56,119,69,2023-09-04,2490
219,yeonggil85,yeongceolgo@example.com,보람,47,18,314,2023-12-10,2349
220,gujeongja,coehaeun@example.com,병철,66,229,344,2024-02-21,2495
221,anseoyun,igim@example.com,영일,1,195,428,2025-04-22,1403
222,minseobag,ijia@example.org,수진,5,98,3,2024-07-09,1750
223,lgim,yejin08@example.org,성진,21,17,218,2025-01-02,1092
224,gyeongsug25,yeonggil87@example.com,정자,17,136,340,2024-03-13,2182
225,anhyeonu,gi@example.net,영철,61,418,19,2024-10-27,2200
226,seungminno,bagjeongho@example.net,재호,27,293,25,2025-01-21,1544
227,subin02,gyeongsuggim@example.com,주원,52,168,166,2025-01-27,849
228,ehwang,jimin29@example.net,건우,58,112,167,2023-10-12,1720
229,gimseoyeong,jgim@example.com,은서,44,190,220,2024-09-04,1394
230,baegeunju,minseoha@example.net,정숙,46,1,53,2025-02-04,2069
231,seojihun,jiyeongim@example.net,하은,73,278,97,2025-01-19,1140
232,ijeonghun,yeongsig94@example.net,지아,11,393,217,2023-11-15,1949
233,ti,minsu07@example.org,예지,54,365,69,2024-06-10,1460
234,hwanghyeonsug,jaeho69@example.com,정웅,84,38,375,2024-08-13,2159
235,gimseongjin,san@example.com,은지,41,0,127,2024-09-18,800
236,subin91,fo@example.org,은서,14,290,58,2023-09-23,1977
237,byeongceol45,bgim@example.com,경숙,90,295,297,2024-04-22,2011
238,vcoe,doyun47@example.com,채원,9,354,153,2025-04-07,869
239,imisug,jihunju@example.com,혜진,17,271,391,2023-10-17,951
240,nogyeongsu,yeeun50@example.org,동현,26,399,186,2023-07-04,1020
241,jangjeongung,coesunog@example.com,정숙,82,429,35,2023-10-20,1692
242,gimhyeonji,jimin44@example.com,선영,27,96,263,2024-04-01,1193
243,areum25,haeungim@example.com,혜진,47,218,431,2024-07-11,2054
244,ygim,ajang@example.com,도윤,28,108,419,2025-03-04,1230
245,egim,yeongho16@example.com,은서,28,17,460,2024-08-01,2056
246,miyeonggim,hyeonji78@example.org,은주,69,398,246,2023-06-05,1996
247,fbag,seonyeong69@example.net,지훈,12,335,222,2024-04-09,1822
248,sangceolgang,pseo@example.org,영길,73,39,280,2024-09-15,2497
249,imyeongsug,ijeongnam@example.net,종수,75,353,67,2025-01-04,1311
250,seongho16,gimsangho@example.com,주원,18,319,483,2024-08-23,1424
251,seoyun94,yeongilgweon@example.net,지혜,18,312,147,2024-11-09,1966
252,li,seonyeonggim@example.net,진우,70,348,285,2024-10-04,1148
253,sangho22,ijaeho@example.org,정남,44,259,435,2024-03-27,1522
254,geonu19,ogjamun@example.com,정훈,45,433,36,2025-04-07,1453
255,gseo,znam@example.com,미경,11,219,310,2025-01-14,1531
256,yeonghwan23,sujinbag@example.net,현주,69,338,101,2023-11-15,1277
257,pgim,munyeonghyi@example.org,미영,1,260,219,2024-12-09,2051
258,junho97,minsui@example.com,예준,20,475,176,2023-12-07,1815
259,hyeonjun00,jeongsig10@example.net,재호,77,371,269,2024-07-05,1324
260,gimminjun,sunja17@example.org,지혜,31,133,69,2023-07-13,1201
261,coedonghyeon,yeonggilmin@example.com,순자,36,223,353,2024-03-29,1223
262,jeongho21,gimmijeong@example.com,건우,32,308,6,2024-12-01,857
263,ui,jihun21@example.net,지후,41,316,140,2024-09-03,1507
264,gimjia,sonyeongsug@example.com,민재,30,225,27,2024-11-16,1377
265,jeongsig75,gyeongsug32@example.net,미정,24,173,418,2025-03-16,1880
266,rgim,agim@example.net,미숙,39,131,325,2024-02-23,932
267,anjiyeon,jieungim@example.net,건우,100,425,370,2024-11-02,1448
268,jiabag,eunseohwang@example.com,성민,30,319,371,2023-10-04,1407
269,yeongho22,jinho63@example.net,승현,66,458,173,2025-03-09,1710
270,gimjeongung,jimincoe@example.com,상호,67,242,400,2023-12-05,1102
271,hyeonjigim,bagmijeong@example.com,병철,75,93,325,2025-01-31,1126
272,simseonghun,jihu40@example.org,미숙,22,191,144,2025-02-19,1345
273,sunogi,bagsumin@example.net,미숙,93,463,110,2024-09-13,1614
274,bi,bagseohyeon@example.com,정훈,33,495,203,2023-07-26,1324
275,byeongceolgang,ygim@example.com,춘자,9,498,317,2025-05-23,1541
276,donghyeonan,yeongsuggim@example.org,순자,64,117,5,2024-09-18,1785
277,hanseunghyeon,hyeonjun48@example.org,우진,8,79,236,2023-07-28,1959
278,jieun10,phan@example.org,예은,44,331,137,2024-01-13,2282
279,qi,hyeonjubag@example.org,준영,15,340,266,2024-11-02,1762
280,qsim,yeongsuggim@example.com,상호,16,314,99,2024-04-03,1229
281,sujinbag,hwangjiweon@example.org,병철,70,173,233,2023-10-09,1812
282,doyun11,boramnam@example.net,진호,99,127,240,2025-02-06,967
283,yeongsu39,hson@example.net,정숙,3,418,151,2023-07-29,2069
284,miyeonggim,seungmini@example.com,상호,39,334,231,2024-07-16,2357
285,jinhogim,eunseogim@example.net,민서,29,328,151,2024-01-03,1953
286,ojunhyeog,songjuweon@example.com,은주,34,275,240,2024-11-22,2179
287,coemijeong,gimjunseo@example.com,명숙,73,293,191,2024-03-09,1117
288,fgim,jiweon01@example.net,정훈,58,152,393,2025-05-18,1514
289,seoyejin,jijeongsug@example.com,영일,17,273,362,2024-04-13,2439
290,bhan,ceom@example.com,보람,97,200,253,2023-08-03,2451
291,yeongceoli,juweon48@example.com,지현,32,228,80,2024-12-14,2033
292,gbag,seonghun99@example.net,건우,15,214,233,2023-09-12,1141
293,hi,osunog@example.org,미정,88,83,151,2025-04-05,2433
294,gimjihyeon,xgim@example.com,미정,12,376,49,2024-03-29,2292
295,eunji08,jeongungyun@example.com,민준,100,73,428,2024-10-26,1692
296,jeonogsun,seonghyeongim@example.org,보람,73,213,86,2024-09-29,2158
297,gimyeongsig,vryu@example.com,옥순,67,260,15,2024-02-14,1971
298,yeongsuggim,gimjongsu@example.org,진우,7,297,281,2023-10-16,1661
299,abag,jiyeongi@example.net,예원,95,451,184,2024-09-13,1345
300,seongminim,jgim@example.net,광수,59,240,46,2023-11-22,1546
