player_id,username,email,nickname,level,wins,losses,created_at,total_games
37,abae,ngim@example.net,경수,79,464,24,2024-10-29,828
38,mbag,minjigim@example.com,정순,56,350,273,2024-01-20,783
39,jeongnamju,zcoe@example.net,은경,61,361,420,2024-07-04,726
40,jgim,coegyeongja@example.org,영숙,77,396,127,2025-02-01,136
41,jaeho33,yeongceolhan@example.net,현준,26,25,153,2024-09-13,618
42,kgim,gimmiyeong@example.com,수진,74,142,139,2024-07-31,868
43,seonyeongsong,cgim@example.net,현준,73,97,430,2024-05-03,638
44,yeji52,sangho30@example.com,경자,65,388,343,2024-10-13,987
45,yeongsugim,yeongho52@example.org,성훈,54,340,403,2024-03-24,414
46,sumin62,ubag@example.org,예원,46,79,318,2023-11-26,126
47,ogja11,sujinsong@example.com,영호,34,189,394,2025-01-13,434
48,gyeonghyigim,mryu@example.net,준호,14,354,69,2024-11-03,544
49,ujin04,fgim@example.org,종수,70,372,147,2023-06-14,122
50,gimsiu,jeongjiweon@example.com,지민,34,253,228,2025-02-12,505
51,jaehyeon39,sjeong@example.org,상훈,37,446,23,2023-06-22,222
52,misug16,doyun12@example.net,춘자,2,80,121,2023-06-13,767
53,yejii,seoyeonryu@example.net,서윤,51,449,176,2024-01-07,408
54,hyeonjun40,eungyeongcoe@example.org,미정,39,98,355,2023-09-04,10
55,pgang,jangjihye@example.com,성수,11,453,4,2024-01-28,80
56,agim,ljang@example.com,영일,3,146,148,2024-03-03,44
57,ybag,hanmisug@example.com,은주,39,484,341,2024-10-18,946
58,xgim,ygim@example.com,예은,66,172,118,2025-05-21,334
59,jimincoe,imisug@example.org,혜진,11,162,96,2023-07-04,70
60,ni,eunju52@example.com,명자,10,87,185,2024-05-07,860
61,seungminji,igyeongsu@example.net,미정,49,59,360,2024-09-24,41
62,hgim,bagmijeong@example.net,명자,94,196,309,2025-05-08,871
63,misugi,anjiyeon@example.org,은경,20,78,488,2025-01-06,508
64,yeongceol29,myeongja86@example.com,정희,10,301,134,2024-09-24,513
65,kgim,gosangho@example.com,예은,76,444,214,2023-12-11,164
66,minsugim,seungmin44@example.com,지영,28,195,326,2024-02-20,75
67,jieun94,jhong@example.com,예은,75,458,52,2024-11-07,662
68,yeonggilgim,jeongungcoe@example.com,영길,21,478,77,2025-02-12,897
69,gangseohyeon,seonyeonggo@example.net,영희,54,369,128,2023-07-05,696
70,myeongsugcoe,subinhan@example.net,영자,76,77,187,2025-03-19,478
71,yeongsug03,mi@example.net,정자,94,376,63,2024-01-27,898
72,ygim,yujin95@example.com,예은,100,328,475,2024-10-06,250
73,seongho37,boramgim@example.org,지후,33,413,278,2024-05-06,331
74,yujini,yejun60@example.net,정남,62,425,466,2025-01-19,357
75,geonu55,ogim@example.org,미경,44,31,398,2023-09-20,260
76,zbag,yejibae@example.com,정웅,25,439,276,2023-11-02,976
77,misug76,ominseo@example.net,시우,67,190,495,2023-12-24,59
78,jimin86,yeweon42@example.net,명자,66,129,274,2024-09-27,776
79,seoyeongi,eungyeong07@example.com,채원,53,437,366,2025-02-09,177
80,ijo,mjang@example.org,현숙,69,357,321,2025-04-01,812
81,jihyeonjang,miyeongbaeg@example.net,정웅,43,293,98,2025-04-28,543
82,jbag,subin94@example.net,수빈,88,362,271,2023-11-24,356
83,anseonghyeon,seoyeongmi@example.org,서윤,80,116,114,2024-11-19,520
84,gyeongsui,zi@example.net,성훈,52,43,311,2025-02-07,744
85,seonghohan,janggyeongsu@example.com,광수,27,294,272,2024-11-08,712
86,bagseongho,chong@example.org,지민,69,9,96,2024-10-07,176
87,gimsanghun,gimgyeongsu@example.net,경숙,82,285,221,2024-07-31,817
88,gweondonghyeon,jiweongim@example.net,영길,89,284,69,2023-07-31,541
89,byeongceol51,pha@example.net,승민,84,382,256,2024-08-13,864
90,seongmingim,icoe@example.net,성현,52,2,489,2024-10-27,505
91,seungmini,di@example.com,정훈,43,380,374,2023-07-26,981
92,hwangseoyun,seonghyeonyang@example.net,정식,97,498,472,2024-03-24,564
93,minsu49,rjeon@example.net,영철,36,58,72,2024-06-14,411
94,miyeong74,yangsumin@example.com,선영,92,37,371,2025-02-14,708
95,ngim,miyeong33@example.org,상철,51,9,463,2024-07-02,433
96,sujin09,yeongsugi@example.org,영진,14,340,159,2024-07-26,940
97,minji44,migyeongi@example.net,서윤,83,191,28,2025-01-05,712
98,donghyeon94,zjang@example.net,예원,18,332,210,2023-12-09,11
99,hyeonji35,jeongnam55@example.com,중수,91,61,209,2023-10-03,278
100,boram08,yeonggil61@example.com,지혜,10,330,277,2025-01-09,79
101,whwang,ijungsu@example.com,영숙,85,217,309,2023-09-20,667
102,sunog22,qgim@example.com,예지,4,337,172,2024-06-27,264
103,jiweon92,ksim@example.com,지민,33,369,200,2025-04-05,85
104,hyeonsug44,xi@example.net,지훈,92,134,453,2024-04-29,669
105,caeweon51,gweonsujin@example.com,정호,76,82,252,2024-07-21,422
106,yeongceoljeon,gyeongsuggim@example.org,명자,57,81,126,2024-01-15,521
107,yeongho84,nryu@example.net,은지,82,213,247,2025-01-27,171
108,yunjunyeong,ihyeonji@example.net,상호,54,193,479,2023-12-05,756
109,hgim,hayunson@example.com,민준,50,415,197,2023-12-14,680
110,gi,eunyeong81@example.com,민석,84,112,65,2025-05-04,647
111,eunyeongi,iseonyeong@example.com,영희,32,477,416,2025-04-19,173
112,sanghyeon96,myeongsug99@example.net,미숙,8,165,142,2024-01-30,241
113,caeweon20,hayungim@example.net,윤서,12,106,51,2024-01-13,132
114,bagjimin,sonujin@example.org,하은,39,148,51,2024-10-02,968
115,ei,bagmiyeong@example.com,은지,93,25,422,2024-03-07,717
116,iseoyun,seongmingim@example.net,정식,49,119,87,2024-02-25,417
117,jeongjabag,yeweongim@example.net,서준,84,103,163,2025-01-19,552
118,heoseongho,rgim@example.org,지원,58,73,389,2023-08-25,81
119,yeeun06,jihu19@example.com,정식,54,376,413,2023-06-26,391
120,yangseohyeon,iyeongsug@example.org,종수,65,483,321,2023-11-07,733
121,gi,baghyejin@example.com,수빈,86,115,470,2023-07-10,642
122,ano,gimjeongja@example.com,수민,46,313,398,2024-11-06,459
123,dhwang,kgim@example.com,민재,67,48,406,2025-03-01,212
124,sunog25,jihubag@example.net,서윤,96,476,211,2023-09-16,864
125,gwangsu73,gyeonghyi11@example.net,지후,57,405,185,2024-07-05,659
126,bagyeongceol,jiyeong86@example.com,영길,68,196,62,2024-11-17,464
127,haneunseo,ogsun03@example.net,경희,79,132,295,2024-06-09,308
128,gimmisug,wyang@example.org,승민,68,257,124,2023-06-11,295
129,lryu,yeongceol03@example.org,은서,82,302,36,2024-01-18,926
130,dyun,dca@example.org,승현,27,471,30,2024-07-17,869
131,jeongsug00,sjeong@example.org,경자,63,17,381,2025-04-23,422
132,bgim,ogsunseo@example.org,서연,94,377,186,2023-08-01,217
133,seonghun74,bagseongho@example.net,경숙,87,486,314,2024-07-19,117
134,jeongho24,ieunseo@example.net,정웅,47,464,109,2025-04-22,550
135,gimjeonghun,gimjinu@example.net,지후,5,56,353,2024-02-10,595
136,songjimin,minseo14@example.com,서준,14,142,304,2023-06-02,868
137,junhoi,gimjeongsun@example.net,시우,38,425,80,2024-09-15,631
138,gimyejin,yeongil17@example.com,예원,13,67,31,2023-07-13,956
139,jihye70,bgweon@example.net,정숙,74,491,395,2024-01-30,143
140,jeonghuni,gimjongsu@example.net,서현,3,494,196,2024-07-10,218
141,agim,nseo@example.net,정훈,94,12,230,2025-02-10,391
142,cunjao,sunjahong@example.org,혜진,41,377,247,2024-09-17,956
143,jiubag,gimareum@example.net,미경,51,264,150,2024-04-30,767
144,dohyeonhong,kgim@example.org,중수,19,250,407,2023-09-28,529
145,coejungsu,jiyeong74@example.net,지혜,97,152,17,2023-06-19,189
146,gimminjun,zi@example.org,정남,23,499,14,2025-01-15,912
147,yeweon08,jihyegang@example.com,영미,20,72,127,2024-12-08,28
148,yunyeongsu,iyun@example.org,정순,70,247,478,2023-11-26,148
149,hacunja,seoyeong27@example.com,상현,43,436,205,2024-02-16,690
150,ryusunja,jeongjai@example.net,춘자,8,379,446,2025-03-13,22
151,jihugim,junyeong72@example.com,미경,39,202,89,2023-06-28,840
152,ryueunjeong,bsong@example.com,동현,36,399,390,2024-11-07,55
153,ason,ni@example.com,서윤,65,36,166,2023-07-16,970
154,sanghunhan,di@example.org,경희,55,85,92,2024-09-08,896
155,yeonggil04,gimjeonghun@example.net,서영,93,279,319,2024-12-18,760
156,tjang,junseo21@example.org,예진,92,485,71,2025-01-16,438
157,minseo74,cunja12@example.net,정수,24,465,281,2024-12-21,595
158,misugi,rgim@example.com,은주,3,29,464,2025-04-24,140
159,gimyeweon,ugo@example.com,승민,57,61,137,2024-11-25,181
160,songseoyeon,ki@example.org,성진,70,272,178,2023-09-13,485
161,jaehyeon27,jihyei@example.com,도윤,94,81,438,2024-07-12,645
162,seonghun20,hgim@example.net,준서,48,115,398,2024-03-28,823
163,yunseo14,hyejin78@example.net,경숙,94,397,365,2024-01-20,131
164,jongsubag,gimseongsu@example.org,미경,47,222,100,2025-04-21,895
165,jinubag,hyejingang@example.org,영환,59,183,109,2024-02-13,672
166,eungyeong57,areum35@example.com,민준,2,385,275,2023-10-14,788
167,seonghyeon49,ii@example.net,영호,80,206,27,2024-05-05,375
168,jeongsug49,hyeonji73@example.net,미경,27,249,234,2023-10-20,417
169,ryujunho,yeongsungim@example.net,현준,83,391,27,2024-01-26,115
170,igim,gyeonghyibaeg@example.net,은주,66,470,353,2023-09-29,264
171,sumingim,eomjongsu@example.net,영숙,82,301,377,2024-05-15,328
172,xgim,dgim@example.org,영숙,44,124,136,2023-08-20,850
173,minsu80,hayuni@example.org,도윤,40,151,490,2024-03-02,106
174,lgim,ri@example.org,승현,6,447,2,2023-08-05,404
175,bcoe,ihyeonu@example.com,춘자,28,313,210,2025-04-24,427
176,haminseo,ti@example.org,영자,19,270,119,2024-01-30,499
177,ijieun,sangceol98@example.org,재현,5,359,324,2024-07-08,614
178,zhan,gi@example.com,미영,81,20,315,2025-03-07,463
179,gheo,ujingang@example.org,승민,99,33,409,2024-08-15,187
180,gangsanghun,jeongja44@example.net,서준,91,68,200,2025-05-01,597
181,bagjiyeong,yeeunhan@example.net,준혁,83,412,184,2024-06-12,531
182,jeongho81,gimboram@example.org,수빈,85,364,352,2024-12-22,475
183,dgim,vseo@example.org,지우,29,38,107,2024-01-20,93
184,sunoggim,rgim@example.net,성수,34,34,146,2024-01-06,8
185,jeonghogim,jeongsugbae@example.com,현준,78,189,422,2025-01-14,200
186,mjang,si@example.org,윤서,43,127,369,2024-11-07,242
187,jiminhan,yeweonan@example.org,성민,99,198,91,2024-01-19,811
188,mijeong71,hwangjeongung@example.org,미숙,46,441,65,2025-03-29,732
189,yeongsig04,juweonbag@example.com,준서,57,285,114,2024-06-07,369
190,uu,hyejingim@example.com,은지,35,266,144,2023-12-10,778
191,yujin70,sanghyeon99@example.org,영환,82,462,308,2024-05-15,675
192,yeongsug23,yeongsubag@example.org,정남,54,107,497,2023-12-30,606
193,hayungim,hyeonjunan@example.org,시우,80,269,384,2023-07-23,947
194,eunseo55,zo@example.net,영식,9,291,63,2025-05-29,397
195,hyeonsug70,eunjuyun@example.com,채원,74,294,474,2024-06-05,116
196,ryujunseo,jihye87@example.com,은경,20,373,100,2024-11-02,494
197,jeongunggim,sunja54@example.org,현지,85,66,128,2023-07-02,361
198,gimjeongsug,jiyeon84@example.org,정남,82,385,312,2024-08-27,231
199,donghyeongim,jeonghunsong@example.com,지연,6,473,48,2024-02-10,156
200,honghyeonji,jiyeoni@example.org,보람,7,368,390,2024-08-11,282
201,gwangsu24,mgim@example.com,성현,14,485,268,2023-07-20,304
202,coeseoyeon,gimsanghyeon@example.com,시우,41,341,88,2024-01-14,302
203,rbaeg,xnam@example.org,상철,69,125,217,2024-07-07,317
204,gimjeonghun,hyejini@example.org,승민,27,367,27,2023-09-20,703
205,gangseongsu,gimseongho@example.com,서준,65,265,85,2024-02-28,799
206,gimjeongsu,iujin@example.com,승민,85,399,484,2023-08-22,430
207,hgim,hbag@example.net,정호,42,307,179,2024-06-12,922
208,jgim,yeongmi13@example.org,상현,55,168,300,2025-02-16,528
209,ogim,ieunji@example.net,옥자,74,139,479,2023-10-14,296
210,sanghojang,yeongjaseo@example.net,중수,8,36,122,2023-07-09,649
211,yeongsuo,yeonggil11@example.org,민재,74,160,332,2023-08-12,803
212,ai,ogim@example.net,경희,100,59,89,2025-04-09,400
213,pgim,minseo85@example.com,은서,12,313,466,2024-11-02,742
214,minjicoe,yeongsiggang@example.org,민지,87,214,459,2024-02-18,666
215,bagjeongho,qgang@example.net,예진,51,379,377,2024-05-03,277
216,jiyeongim,gimhaeun@example.org,수빈,59,44,384,2025-03-20,258
217,han,anseongjin@example.com,영일,33,55,198,2024-08-09,258
218,yejinhwang,qgim@example.net,정수,1,237,374,2025-02-02,724
219,lhong,yeeun23@example.org,경수,71,383,400,2024-10-21,57
220,sugjai,ieunji@example.net,지혜,38,200,373,2023-07-05,311
221,pi,gimjunyeong@example.net,지영,92,73,411,2025-04-27,179
222,ijang,coeyeongsu@example.com,하은,63,356,45,2024-03-25,971
223,mjang,jhwang@example.com,지은,56,475,9,2023-11-19,921
224,vi,nojeonghun@example.com,수빈,80,197,389,2024-02-05,300
225,jeongnam48,yeongsuni@example.org,예진,56,402,256,2025-01-26,796
226,oyun,jeongsugbag@example.net,지연,65,147,209,2024-10-22,51
227,jeongsigcoe,sanghyeon95@example.org,성훈,1,415,315,2023-10-15,761
228,yeongil63,hayunryu@example.net,민서,12,284,365,2024-02-22,749
229,yuneunjeong,icoe@example.net,영일,3,469,285,2023-08-21,195
230,bagogsun,jeongsun60@example.net,정희,17,191,170,2024-03-19,889
231,heoyeongjin,yeongsigno@example.com,하윤,100,375,204,2024-10-10,325
232,yunseo00,fgim@example.org,민준,27,500,79,2023-08-31,765
233,jeongung44,bagyeongil@example.com,예원,65,418,208,2024-02-17,469
234,gimareum,ogjai@example.org,영호,76,261,478,2024-01-24,680
235,bagyeonghwan,hyeonju91@example.org,지우,48,406,308,2024-07-27,231
236,egim,gyeongja87@example.net,민수,32,429,131,2025-02-10,423
237,areumnam,eunyeong95@example.net,영순,29,105,458,2024-12-02,367
238,vi,jihui@example.net,진호,62,402,296,2023-06-17,717
239,junhoan,gangseonyeong@example.com,미숙,6,268,406,2023-07-10,31
240,gimeunseo,do@example.org,중수,39,223,328,2024-05-27,442
241,bagjeongho,seoyeonbag@example.net,은영,23,475,495,2024-11-24,747
242,yeweon54,cgim@example.org,정숙,29,433,234,2025-05-25,905
243,seonghoryu,jihungu@example.net,상호,91,465,359,2024-12-29,974
244,ujingim,jiyeonjang@example.org,민준,23,192,189,2025-04-08,468
245,iseongmin,vi@example.com,진우,29,120,270,2024-03-08,241
246,seojungwag,yunseo07@example.org,준서,24,186,101,2024-08-19,874
247,seunghyeonbag,yeongho18@example.org,은지,59,159,260,2023-12-30,167
248,ysong,jungsu90@example.com,준호,53,14,448,2024-02-24,280
249,gyeonghyi75,knam@example.net,영환,87,427,124,2024-10-15,444
250,yyun,hyeonsugi@example.com,영희,55,84,360,2023-12-24,290
251,hyeonji72,gimhyeonji@example.com,예진,28,493,420,2024-04-05,261
252,junhyeog83,gimjuweon@example.net,승민,74,392,414,2025-02-17,791
253,gimminjae,yujinan@example.org,지연,43,431,321,2024-01-26,916
254,to,cunjau@example.net,유진,74,1,326,2024-06-18,267
255,minjuni,gimhyejin@example.org,서준,43,64,395,2024-10-17,661
256,ujang,minjigim@example.com,종수,8,361,201,2023-10-03,123
257,jiyeongim,no@example.com,준서,59,417,445,2024-10-11,764
258,hyeonjui,rcoe@example.net,상현,10,29,255,2024-06-21,251
259,ogeonu,sujin37@example.org,광수,62,217,442,2025-05-11,842
260,gyeongsug94,migyeong04@example.org,예은,83,124,445,2025-03-17,207
261,baggwangsu,seoyeonggim@example.org,은주,72,321,289,2023-10-04,518
262,agim,myeongja43@example.org,상호,83,179,110,2025-03-15,880
263,jongsu83,gimseongsu@example.org,수진,97,472,378,2024-08-05,987
264,baggyeongsu,yeongsig37@example.com,은영,73,278,295,2024-04-03,514
265,jaeho10,zcoe@example.org,정수,81,251,322,2023-06-02,250
266,jiu91,iminji@example.net,현주,36,70,68,2025-04-03,698
267,jihyeongim,minseog23@example.net,영철,79,236,350,2024-02-19,514
268,minjii,yeonggil66@example.com,경숙,86,18,25,2023-07-03,848
269,yeongjinan,ijunhyeog@example.net,정희,49,429,196,2025-04-19,156
270,iogsun,seoyeonggim@example.net,광수,99,364,297,2024-07-08,423
271,mijeonggim,yanggyeongsug@example.com,도현,53,86,450,2025-01-23,333
272,bsong,egim@example.org,상훈,28,101,1,2025-04-13,449
273,imsujin,ibag@example.org,하윤,84,306,250,2024-05-31,806
274,jeongsiggang,minjibag@example.net,정호,74,179,18,2024-05-03,110
275,gimgyeonghyi,jaehyeon92@example.net,성훈,21,20,174,2024-02-02,279
276,subin09,gimgyeongsu@example.com,현준,97,259,159,2023-11-06,563
277,gimminjun,sgim@example.com,수진,30,233,223,2024-06-28,571
278,minjunhwang,mijeongcoe@example.com,성훈,12,482,371,2024-04-14,78
279,bgim,hyejini@example.net,예준,57,285,45,2024-09-12,940
280,yunjeongung,gimeunyeong@example.com,미영,89,69,285,2024-09-05,243
281,eunjeong27,janghaeun@example.net,현준,54,163,238,2024-06-02,158
282,yeongjai,hyejin16@example.net,예은,63,204,257,2024-11-06,823
283,sangho17,jihyeon80@example.net,정식,24,356,278,2025-01-05,674
284,gyeongja07,eunjeong95@example.com,상현,98,35,324,2024-01-29,787
285,minjae15,gimmyeongja@example.com,수진,2,10,453,2025-05-16,489
286,bagsunja,igwangsu@example.net,하윤,84,268,315,2023-12-22,829
287,ogjagim,ijieun@example.net,유진,25,416,356,2024-09-07,655
288,yeongjin90,minseogi@example.com,서준,44,34,86,2023-07-30,681
289,seonghun62,hyejin65@example.org,준호,13,330,357,2023-06-29,278
290,eungyeong73,si@example.net,민지,68,141,486,2023-11-02,57
291,ijiu,gimjaehyeon@example.org,승현,84,366,399,2024-08-18,861
292,nbag,gimyeongsug@example.net,명자,53,492,212,2023-10-22,48
293,dgim,yeongsig13@example.com,시우,53,72,88,2024-01-24,465
294,ijinu,geonu38@example.net,동현,46,324,472,2024-01-19,443
295,ogsun99,wi@example.com,정수,65,361,319,2025-01-22,697
296,hyeonjeong14,yeonggilgim@example.net,경수,53,92,189,2024-09-07,763
297,ji,gimsumin@example.org,현주,70,308,131,2025-02-26,141
298,imisug,misuggim@example.org,현준,18,361,113,2023-12-22,41
299,yeweongang,junyeongan@example.com,현숙,62,175,76,2024-04-13,753
300,sanghyeonbag,myeongjagweon@example.com,영자,88,138,240,2024-08-26,420
