question_id,title,content,asker_name,asker_email,category,difficulty,views,likes,is_resolved,created_at
238,Minima dolor voluptas odio eveniet quos corporis ducimus et.?,"Doloremque deleniti nihil alias aspernatur. Suscipit natus hic. Autem iusto vel nam.
Iste et tempore tempore officiis modi.
Sint corrupti perferendis animi hic vitae aliquam.
Adipisci itaque ullam dignissimos rem doloribus consequatur facilis. Quod eum libero totam.
Cumque officiis pariatur eligendi optio enim alias voluptas. Eos at quibusdam eius placeat eos. Magni id nemo laudantium debitis omnis minus.",최수빈,yeweonna@example.org,기술,중급,196,22,False,2025-03-09 17:36:44.655749
58,Delectus reiciendis eveniet consequuntur eum corrupti.?,"Eveniet facilis at minima debitis. Aliquid totam necessitatibus culpa blanditiis. Nulla vero praesentium repellendus dicta numquam modi quia.
Iste id provident cum laudantium. Aliquid voluptas et totam quasi. Cum nostrum dignissimos nobis.
Debitis facere voluptas fugiat provident atque quis. Praesentium velit cumque fuga expedita a.",이미경,yeonghyihwang@example.com,취업,고급,56,88,False,2025-05-20 07:39:47.171437
219,Architecto aspernatur consectetur dolor reprehenderit.?,"Impedit nemo adipisci quibusdam. Veritatis autem soluta praesentium nemo eaque necessitatibus. Consequatur eligendi similique harum velit corporis repellat.
Consequuntur sapiente nam non laudantium molestiae.
Suscipit itaque sapiente quasi eaque. Nostrum inventore perferendis dolore. Porro quo tenetur nesciunt mollitia eum quis commodi.
Vero cupiditate placeat nulla. Ad perferendis commodi tenetur excepturi adipisci ipsa.",이은정,gimeungyeong@example.org,생활,중급,304,4,False,2024-09-18 14:02:34.803565
46,Magni error nulla non accusantium nemo facilis tempore.?,"Autem ut totam occaecati voluptatem a accusantium. Facere quas qui consequuntur reiciendis reiciendis autem doloremque. Rem nulla magni neque omnis.
Neque porro omnis iste. Minima nobis fuga quam ipsum neque.
Porro quia harum voluptatibus magnam. Beatae expedita ad voluptatibus corrupti nam. Perspiciatis aliquam asperiores voluptates.
Quisquam sed possimus explicabo quidem. Error est numquam culpa possimus recusandae nesciunt est.",박시우,minji61@example.net,취업,초급,413,27,False,2025-03-04 12:15:49.472053
183,Asperiores nulla provident iusto assumenda deserunt rem molestiae.?,"Laborum deserunt totam.
Ipsam tenetur id harum. Odio minus similique incidunt provident cumque. Debitis saepe ex beatae ducimus.
Debitis doloremque quidem deserunt atque dolores. Minus quos fugiat voluptate dolores accusantium consectetur. Deleniti inventore rerum eligendi impedit.
Ullam molestiae officiis quaerat vel. Eius vitae laborum ex.
Nobis veritatis distinctio at. Nulla labore quis impedit saepe. Neque quod fugit ea necessitatibus.
Delectus culpa culpa.",이예은,gimsumin@example.org,건강,고급,60,60,True,2024-12-22 19:04:29.570212
222,Aspernatur eius totam eveniet id ipsum.?,"Accusamus maiores officia. Nemo blanditiis ratione excepturi provident. Repudiandae voluptatum repellat et.
Voluptatem sed saepe earum libero doloribus explicabo. Expedita maiores omnis corporis alias.
Doloremque molestiae libero qui esse dolores. Earum dolore nemo quia voluptatem velit.
Quidem enim minus officiis beatae. Corporis consectetur dignissimos nisi. Nihil sequi distinctio quasi.",이경자,ubaeg@example.org,건강,중급,236,55,True,2025-01-19 11:03:01.654724
290,Dicta officiis praesentium repudiandae commodi.?,"Nostrum vero quae debitis. Sunt repellat et optio.
Sint corporis laboriosam.
Occaecati quaerat dolores voluptates aliquid. Quisquam sequi vero sequi.
Voluptates cumque consequatur eum. Amet a dignissimos enim explicabo maiores. Repellat mollitia nam aliquam commodi autem aliquid.
Et id molestiae iure. Nam eum minus magnam. Quisquam iusto unde necessitatibus.
Praesentium voluptates officiis explicabo. Vero quisquam inventore fugit.",박준호,isunja@example.org,생활,중급,457,36,False,2024-11-30 03:35:03.168695
212,Distinctio officiis quas quam laudantium impedit soluta dolorem quam.?,"Quidem voluptatem accusantium non. Quas dignissimos commodi exercitationem veniam. Maiores iure doloribus voluptatum minus tempore vel. Iusto provident ipsam.
Eligendi molestias alias temporibus explicabo qui alias. Quae hic nulla praesentium repudiandae ratione tempore.
Impedit sapiente doloribus iusto dolores. Iure eveniet blanditiis voluptate dignissimos occaecati.
Quos odio odio reiciendis. Itaque quaerat dicta voluptates occaecati nemo. Non laudantium veniam itaque.",김현지,sonseojun@example.com,취업,중급,811,93,True,2024-09-14 14:07:20.933386
149,Cum corporis at numquam velit quae ipsum placeat minima consequatur.?,"Voluptatibus nemo doloremque tenetur repellendus odit consequuntur temporibus. Dolorem ducimus dicta vero dolorem iusto vero. Inventore nobis quos incidunt vero ea quo.
Expedita in pariatur distinctio nulla quas laborum. At nostrum consequatur nam sapiente nesciunt voluptate.
Tenetur deleniti reprehenderit corporis unde. Doloribus inventore facere quidem.
Fuga iure deserunt. Labore esse nisi voluptatem.",최영일,munmyeongsug@example.com,건강,중급,867,22,False,2024-10-28 22:48:58.902687
166,Neque nisi ea maxime reprehenderit tempora.?,"Sequi quo nisi soluta. Adipisci maiores dolorem maiores. Pariatur laudantium aliquam. Repudiandae aliquid perferendis et.
Distinctio ullam enim adipisci. Incidunt accusamus quas fugit aliquid similique.
Sunt quis dicta. Quisquam eius ea eum.
Nulla itaque sint dolorum consectetur consectetur nobis. Dolor quo praesentium quia praesentium nisi.
Magni inventore reprehenderit totam. Minima ut quia aut odit quod quos pariatur.",한상철,fgim@example.net,학습,고급,566,97,False,2024-12-23 12:16:10.052324
79,Corrupti sequi odit aperiam nisi fugiat voluptates praesentium ipsam vero.?,"Saepe soluta alias quas. Dolore velit quo excepturi.
Ab soluta reiciendis porro. Deleniti quam itaque magni animi quidem distinctio. Quam beatae animi numquam nemo tempore quo.
Assumenda esse quos alias voluptates vel. Exercitationem nihil deleniti libero cupiditate doloremque dicta. Magnam at enim suscipit tenetur.
Adipisci laborum optio maxime. Distinctio accusamus unde eveniet. Quibusdam nostrum excepturi hic adipisci excepturi.",박진호,sunogseo@example.net,건강,초급,190,2,False,2025-05-21 06:48:01.193604
114,Itaque quisquam id sed laboriosam omnis nemo.?,"Sed exercitationem hic eligendi occaecati a. Eligendi iusto et eaque pariatur. Incidunt nobis corrupti.
Qui iste fugit sequi quam. Dolorem error quidem aut nihil iusto dolor.
Culpa repudiandae tempore quas temporibus sed quasi. Quasi error perferendis possimus.
Assumenda nostrum nulla natus aspernatur magnam vitae. Ab porro consectetur dolores. Mollitia ea distinctio sapiente.
Ab iusto eius. Maiores sunt eligendi. Sunt esse temporibus.",김선영,sonminseo@example.com,생활,중급,820,75,True,2024-10-01 03:49:30.171469
250,Facilis reprehenderit corrupti excepturi inventore sequi molestias modi numquam.?,"Accusantium animi impedit ad officiis rerum ratione. Autem ipsum enim iusto provident. Qui quas vel harum porro deleniti suscipit.
Ratione modi totam consectetur vero quisquam error sequi. Soluta laborum a amet iure inventore. Quod asperiores quia placeat velit.
Esse ipsa rem ea itaque dolorum. Impedit in maxime facilis soluta doloribus. Suscipit at porro veniam cumque.
A fugiat culpa reiciendis molestiae qui aperiam dolore.",최은주,ci@example.org,기술,중급,842,66,False,2025-01-17 14:46:54.155444
251,Perspiciatis cupiditate commodi est distinctio.?,"Optio mollitia voluptas sequi nemo. Consequuntur ratione odit molestias eos est perspiciatis.
Repudiandae debitis minus fugiat reprehenderit ratione tempore. Necessitatibus suscipit error perspiciatis earum id sit ex.
Beatae id ducimus. Repudiandae sequi unde itaque. Distinctio magni qui excepturi.
Nemo libero facilis magnam occaecati. Quisquam necessitatibus asperiores quasi consequuntur fugit.",김미경,namgyeonghyi@example.org,기타,초급,553,64,True,2025-03-09 23:38:13.567043
105,Maiores natus quam quibusdam totam labore culpa aperiam.?,"Voluptatum hic nesciunt excepturi necessitatibus. Dolor maxime voluptates quidem.
Commodi nesciunt optio iusto accusamus blanditiis aliquid iure.
Aspernatur consectetur optio quae rerum sapiente. Enim quisquam deleniti atque ea corporis voluptas. Magni nam architecto praesentium.
Soluta aspernatur amet labore ducimus. Facere ipsa quis tenetur optio.
Earum delectus sed neque occaecati excepturi suscipit. Enim a nulla perspiciatis doloribus quos.",황경자,ogja37@example.com,생활,고급,444,1,False,2024-08-21 18:38:10.374083
43,Laboriosam nemo provident voluptatem consequatur dignissimos eius fuga.?,"Sapiente officiis adipisci cumque. Neque itaque ratione odit beatae eaque eligendi. Accusamus nobis occaecati dolores occaecati fugit. Doloribus alias nam eius exercitationem accusamus numquam reiciendis.
Necessitatibus ipsa deleniti non.
Nemo officia consectetur alias expedita porro cum. At doloribus architecto quidem delectus cum itaque. Delectus et et velit ipsum possimus animi.
Incidunt quis hic laboriosam ratione. Beatae voluptates quis.",최정훈,munjieun@example.com,건강,초급,302,97,True,2024-10-21 11:20:52.379984
282,Ipsam rem repellat provident esse minus accusantium.?,"Magni ratione veniam nam reprehenderit saepe corporis sed. Officia laudantium ipsa. Repellendus odio nihil temporibus. Unde et eius laudantium possimus.
Dolorum suscipit et.
Laborum laboriosam eaque qui. Ab quos maxime quidem laboriosam fugiat aliquid. Earum maxime a animi suscipit laborum.
Natus expedita hic eius maiores. Dolorum alias reprehenderit qui nisi laboriosam. Sunt libero facilis soluta. Vel illo molestiae molestiae.",이수민,baghyeonu@example.net,학습,초급,465,61,False,2025-01-03 08:29:27.023060
296,Cum at accusantium odio blanditiis commodi dolores.?,"Ut ut fugiat fugiat. Aspernatur alias ex laboriosam eveniet.
Nam temporibus assumenda repellat. Optio blanditiis velit cum placeat doloribus asperiores. Ducimus unde tempore dolore.
Fuga eligendi quos quo excepturi sequi quod. Voluptate rerum debitis est quae eius.
Ratione id excepturi deserunt sequi quod expedita quod. Molestias maxime quam quae pariatur sapiente quae.",장현정,yeongja77@example.com,건강,중급,901,38,True,2024-11-06 11:12:10.901978
158,Fugit reprehenderit dignissimos iste similique dignissimos aliquid ea reprehenderit minima necessitatibus.?,"Explicabo inventore ut voluptatum dignissimos quis non. Eum ipsum officiis assumenda.
Quas dolorum veniam accusantium. Veniam qui temporibus dolores. Perspiciatis officiis magnam.
Soluta sed exercitationem dignissimos ipsa consequatur. Neque quo fugiat minima. Facere vero autem.
Quae beatae qui laudantium voluptatibus porro facere. Suscipit expedita doloribus ad fuga eos architecto. Dignissimos earum quae itaque molestiae dolorem voluptates.",류수진,areumyang@example.com,생활,초급,271,34,True,2025-01-16 01:05:33.193369
239,Ipsam porro ratione dicta placeat itaque odio iure.?,"Fuga ullam dolorem deleniti debitis enim. Corrupti amet consequuntur illo quam suscipit.
Excepturi modi velit aperiam itaque ducimus.
Voluptas fugiat tenetur sunt. Suscipit quasi quis eligendi saepe dicta.
Provident voluptatum voluptas nobis eum. Tempore ipsum officiis sed in velit.
Ratione sapiente labore vero. Placeat vitae atque quisquam optio. Nulla id ea perspiciatis autem animi.",이정수,yeongsug27@example.org,학습,중급,970,6,False,2024-12-31 16:45:57.009795
18,Enim necessitatibus ab nisi neque.?,"Iste facilis asperiores molestias. Esse sint officia.
Suscipit odit eveniet expedita nulla. Quos numquam eum error excepturi possimus quis.
Facere ipsam tenetur. Ipsa soluta asperiores laboriosam neque quaerat.
Nobis dicta nemo. Doloremque ipsum nostrum sequi asperiores earum aut.
Praesentium at et labore quaerat quibusdam. Pariatur ut cumque quam.
Neque at dignissimos. Perferendis aut molestias ducimus ipsam optio.",이정호,hyeonju68@example.com,취업,고급,657,44,False,2024-07-02 06:51:23.234702
165,Tenetur perspiciatis earum molestiae totam et laboriosam.?,"Voluptatem velit vero enim numquam neque dignissimos. Excepturi omnis autem. Reprehenderit optio repellendus accusamus voluptatum.
Id voluptas animi voluptatem fuga vitae autem non. Consequuntur sed deleniti ducimus provident ipsa.
Et nihil suscipit minus sed. Sequi voluptate architecto occaecati. A repellat amet suscipit.
Tempora eveniet a suscipit non cupiditate magnam. Saepe sed repellendus velit doloremque blanditiis sequi.",권영자,igim@example.net,생활,중급,765,65,False,2024-11-18 00:22:58.469352
34,Minima autem itaque cumque rem hic amet consequuntur quibusdam.?,"Tenetur est unde. Perferendis vero porro illo.
Libero culpa recusandae sed tempore. Magnam dolores expedita blanditiis sequi.
Esse excepturi vero hic quas quibusdam.
Ut mollitia sapiente adipisci iure dolor incidunt. Iusto corrupti alias nemo iure. Nulla est a.
Ullam ipsum dolore libero aspernatur. Cumque a blanditiis architecto quos accusantium unde.
Blanditiis deserunt fugiat sint. Numquam quis veniam optio. In voluptates delectus exercitationem error maiores eum ipsam.",문건우,eunyeongca@example.net,학습,중급,408,11,True,2024-12-27 02:50:14.655772
25,Culpa debitis in quas quibusdam laudantium velit amet laboriosam.?,"Autem eius provident qui qui vel. Quo accusantium minima hic aliquam ducimus.
Temporibus iure commodi. Illo vero culpa autem.
Eligendi soluta autem recusandae. Sunt enim a consequuntur placeat.
Rerum maiores perferendis libero atque cumque blanditiis consectetur. Accusamus repudiandae necessitatibus voluptatum facilis. Neque quo magni magnam.
Totam dolor quidem beatae cum modi. Fuga ullam sed doloribus in quis excepturi ad.",오지우,seonghunjo@example.net,기술,초급,828,94,True,2024-12-29 15:31:13.178885
216,Dolores porro quas ipsum nobis nostrum.?,"Quisquam consequuntur inventore debitis nihil. Neque unde possimus porro.
Ea quia perspiciatis culpa. Cupiditate soluta voluptas voluptas id.
Repudiandae non aliquam minus voluptatum error.
Distinctio tempora sunt minima voluptatum quis totam numquam.
Quod aspernatur omnis numquam.
Corrupti ut delectus facilis. Occaecati blanditiis recusandae quia qui eaque optio. Minima fugiat explicabo perspiciatis.",고상훈,hsin@example.com,기타,고급,449,15,False,2024-09-04 14:13:09.331127
120,Magni optio nisi nihil vel esse expedita.?,"Dolor dolores sapiente sint facilis. Inventore aut nulla voluptatum quis.
Culpa error blanditiis fuga. Numquam accusantium alias nihil. Nostrum quam vel magni provident. Architecto culpa ut.
Omnis delectus minima consequatur. Aut culpa sint esse quam.
Suscipit harum delectus beatae. Cupiditate quas doloremque nobis velit. Doloremque impedit nostrum.",박상현,bagyeonghwan@example.net,학습,중급,41,20,True,2024-12-09 21:57:03.517190
8,Perferendis similique quam voluptas ullam illum quod id odit consequuntur.?,"Cupiditate porro ex modi. Earum impedit minus aspernatur vel tempora atque. Harum sed ipsa aut voluptatum hic nam ex.
Recusandae rem reprehenderit minus tempore dignissimos delectus. At ipsam et assumenda maxime illum possimus et. Dolores sed omnis animi.
Rem beatae modi vitae iste ad. Assumenda temporibus animi asperiores quo fugit. Optio ea reiciendis quasi nihil fuga necessitatibus.
Iste tempora voluptatibus earum fuga. Vitae aperiam praesentium illo reiciendis ab.",장영일,bagjeongsun@example.org,취업,초급,573,33,False,2025-03-28 23:26:14.187598
91,Ab at omnis occaecati sequi sit quam at eligendi sunt.?,"Quibusdam facere illum libero. Iusto alias aperiam. Optio odio dolorem praesentium quis at. Cum quis suscipit tempore.
Beatae sit rerum porro fugit qui.
Ex quia doloribus blanditiis eveniet sint aspernatur vel. Nihil deserunt velit dolorum.
Maxime maiores alias qui tempore numquam optio. Sit sed neque libero.
Rerum harum voluptates.
Atque consectetur reprehenderit possimus. Illum deleniti facere consequuntur ipsa illum corrupti. Non sit quasi eligendi.",배미영,seonghyeon12@example.org,학습,고급,871,12,True,2025-02-27 16:19:14.358283
47,Sed illum non quisquam nesciunt.?,"Assumenda consequuntur modi enim. Animi doloremque dolorem. Provident rerum perspiciatis magni vitae occaecati.
Aliquam commodi accusantium illum. Magni itaque dolorem quaerat voluptate. Earum labore omnis similique ea id.
Impedit provident quas eveniet. Neque repellendus quibusdam.
Dolor reiciendis cum placeat mollitia eos placeat voluptatem. Sapiente eos assumenda mollitia.",최서현,yeonghyicoe@example.net,생활,중급,315,98,False,2024-10-06 20:02:47.035130
74,Quod error consequatur aliquid.?,"Nemo molestias adipisci. Distinctio repudiandae blanditiis facilis officiis vel excepturi.
Aut cum repudiandae perspiciatis.
Dolorem nostrum reiciendis quos ab facere nihil. Illo dignissimos quae cupiditate aspernatur quas eum. Iure quibusdam natus culpa tenetur deserunt vitae nostrum.
Nulla delectus sit iusto. Eius atque perspiciatis dolor ipsum quia ex.",오준호,isubin@example.net,취업,고급,85,60,True,2025-05-11 17:57:07.595057
94,Voluptas optio perspiciatis ipsum neque corporis.?,"Laudantium dolores nesciunt. Sequi placeat quod blanditiis nulla quam autem. Non unde nesciunt enim.
In consectetur quaerat suscipit quam.
Nobis libero non rem iusto. Quos autem dicta laudantium.
Voluptas doloribus nisi inventore sit alias. Non iure harum. Reiciendis porro asperiores voluptatem. Recusandae molestias molestias sint.
Cumque alias velit placeat qui laboriosam. Libero asperiores odio illo assumenda deserunt aut quis. Neque ex tenetur at.",황재현,sanghyeon03@example.org,생활,고급,692,80,True,2024-06-10 12:03:50.649863
77,Tempora quaerat suscipit odio maxime eveniet laudantium ullam aliquid.?,"Recusandae pariatur corporis. Aperiam dolorem quia assumenda sit officia.
Facere reprehenderit maiores quia.
Voluptas consectetur cumque eum eius. Vitae deserunt harum repellat porro veniam corporis.
Consequuntur placeat exercitationem sapiente doloremque. Veniam perspiciatis hic.
Doloremque est et ipsam atque officia fuga impedit. Cum odit non repudiandae mollitia consequuntur. Impedit assumenda placeat.",문시우,gimyeongja@example.com,기타,초급,692,40,False,2025-05-22 18:04:02.258460
287,Doloribus officia sit deleniti placeat alias similique numquam.?,"Eius suscipit doloribus consequuntur ex sapiente odit autem. Facere ipsum id libero minus libero quos. Quaerat eum ut laborum labore.
Consequuntur blanditiis porro illo iusto doloribus quaerat. Quia numquam tenetur quibusdam iure itaque laboriosam. Ut error culpa accusantium. In doloremque soluta unde accusamus repudiandae.
Consequatur assumenda animi iusto voluptas minus. Explicabo inventore alias minima ipsa maxime. Fuga odio consequuntur optio quis dolores commodi.",박광수,qjang@example.net,학습,중급,968,86,True,2024-12-06 09:50:08.359575
61,Similique eligendi odio corrupti facere.?,"Ipsa fugiat quia labore. Neque nostrum alias ipsam assumenda magni.
Veritatis sint sapiente dolores dolore cum. Aspernatur est eum corrupti cupiditate.
Debitis dolorem unde provident natus veritatis a. Facilis necessitatibus dignissimos quidem sunt at delectus rerum.
Nisi excepturi occaecati eaque aperiam unde. Optio doloribus excepturi. At sequi corporis culpa harum aut.
Laboriosam numquam repudiandae exercitationem doloremque.",이수민,yeongjin60@example.net,학습,중급,257,45,False,2024-11-16 22:35:01.006826
78,Ducimus assumenda harum omnis fuga dicta.?,"Nihil assumenda ipsam doloremque. Dolores cupiditate sunt sint alias qui. Dolorem dicta aliquid laboriosam assumenda quibusdam occaecati corrupti.
Excepturi eius unde nesciunt sequi nam ducimus animi. Itaque rem alias consequatur deserunt quaerat.
Rem vitae ad odio ullam voluptatibus eum. Nihil doloribus deserunt eum corporis. Minima tenetur accusamus veniam.
Ipsa molestias qui. Nam perspiciatis quod.
Earum recusandae at harum itaque. Tempore facere quidem sapiente. Inventore veritatis magni.",김민수,hyeonsuggim@example.com,취업,초급,303,15,True,2025-01-30 05:32:24.275114
64,Maiores quis asperiores possimus porro aliquam doloribus porro nisi voluptatibus.?,"Sequi similique ullam. Necessitatibus eveniet fugit error suscipit numquam.
Ipsa laborum perferendis ex necessitatibus nulla non. Repellendus quo tempore rerum. Repellat nulla voluptatem quaerat dolore.
Molestiae commodi impedit possimus a. Maiores animi ab.
Aliquid exercitationem quisquam nemo autem ab. Harum soluta eaque velit. Magnam temporibus et laudantium qui doloremque veniam.",김정식,bagjeongho@example.org,취업,초급,520,83,False,2024-12-18 05:09:23.240382
235,Praesentium odio ipsa deserunt natus labore quae facere at quibusdam.?,"Perferendis ex laboriosam. Tempora unde aliquid adipisci vel. Commodi ea soluta tempora.
Quam officiis dignissimos saepe officiis voluptate voluptates.
Iusto ab incidunt repellendus voluptatibus dolorem dolorum.
Molestias quod voluptates iste illo illum. Modi veniam nihil rerum in dignissimos ut alias.
Quasi atque dolorem officiis ducimus.
Magni reprehenderit harum nesciunt autem. Consequuntur blanditiis nam voluptates. Consequuntur sapiente facilis fugit.
Explicabo cumque perferendis.",이은서,hyejin22@example.net,기타,고급,417,71,True,2024-10-22 06:49:05.855633
230,Occaecati excepturi quidem assumenda neque odio neque nesciunt at.?,"Aspernatur enim cum nihil repellat voluptas nulla. Deleniti vel quae rem a eligendi excepturi. Ullam tempore itaque consequuntur consequuntur cum aut.
Aliquam officiis rem tempore. Officia facere ipsam quo.
Totam dicta eaque consequatur. Impedit dolor quasi architecto illo labore. Optio ipsa omnis incidunt harum culpa voluptatum.
Aliquid voluptates commodi. Beatae modi quam tempore fuga.",김지현,geonui@example.org,취업,중급,278,28,True,2024-11-21 02:45:26.377524
112,At dolorem sed itaque pariatur exercitationem beatae inventore rem voluptas.?,"Ex quod facere sequi autem cum praesentium similique. Saepe fugiat error qui voluptates.
Dolore voluptatibus iure enim sunt tempore. Delectus dolores blanditiis est. Nihil tempore debitis nulla accusamus.
Iste optio eius exercitationem. Iure explicabo temporibus saepe. Quas fuga fugit quis.
Accusantium laboriosam placeat totam.
Nobis nam consequatur alias. Qui eligendi nemo iusto eum aliquam veritatis.
Enim ullam debitis incidunt nemo. Suscipit officia tempore.",김미영,coeeunji@example.com,건강,초급,613,67,False,2025-01-09 01:24:55.586346
232,Recusandae libero earum consequatur tenetur porro tenetur provident.?,"Culpa a quia distinctio laborum veniam. Recusandae corrupti doloremque accusamus iusto ut et est. Ad totam consectetur similique.
Sed doloremque officia. Fugiat ipsum nobis quo.
Praesentium ipsam voluptates consequatur eius alias eveniet. Pariatur ducimus similique. Iusto sed fugit cupiditate.
Quaerat reiciendis dignissimos. Nam nihil ex. Eos delectus eum voluptatum magnam perferendis.
Repellendus ex exercitationem nisi. Dolor aut voluptatem alias. Laborum iste vel.",정예진,gangminseog@example.com,건강,초급,471,47,False,2024-06-03 16:24:50.850333
181,Fuga ab dolore fugit iusto voluptatibus accusantium harum possimus ut.?,"Iure eius hic veniam. Rem reiciendis harum nihil. Maiores nam unde dolorem mollitia esse distinctio. Vel ea dolores velit pariatur.
Expedita architecto id accusantium. Cumque quaerat a dicta illo consequuntur. Aperiam qui vitae provident quidem. Et sapiente in occaecati dolorem repudiandae velit aperiam.
Vitae impedit consequuntur error ut. Porro sapiente illum.
Velit sed eos porro at optio iure cupiditate.",이상훈,ryujunseo@example.com,학습,중급,872,29,True,2024-07-17 17:43:56.293899
