reward_id,project_id,reward_name,reward_amount,reward_tier,delivery_date,message
61,22,유지은,978022,VIP,2025-06-07 04:17:49.269863,Dicta nulla ex aliquid beatae. Voluptate necessitatibus occaecati eveniet esse quas.
78,1,이은정,204569,VIP,2025-06-07 23:04:09.737627,Occaecati fugiat magnam eaque ducimus recusandae. Eum saepe suscipit deserunt fugiat.
64,1,이현지,635143,VIP,2025-06-08 09:00:11.290796,Dolorem voluptatum voluptatibus dolores ratione.
235,12,김현우,763853,슈퍼후원,2025-06-07 19:30:29.265916,Dolorem eaque dolorem fugiat. Aliquam temporibus animi iusto.
230,5,서준영,999581,VIP,2025-06-10 14:04:03.791166,Ab iure id magnam doloribus ab atque.
112,1,권진우,852608,슈퍼후원,2025-06-09 10:18:36.459984,At at veritatis ratione. Neque doloribus ad at maxime quasi omnis voluptates.
232,6,김현주,419392,VIP,2025-06-07 12:18:38.097006,Quo corporis harum omnis. Praesentium tempore quidem veritatis reprehenderit praesentium laborum.
181,6,허정호,427259,일반,2025-06-06 12:06:08.079164,Eius vitae illum quas deleniti recusandae consequuntur omnis. Beatae quis nisi recusandae.
145,5,최은주,508143,VIP,2025-06-10 23:04:57.420612,Tempore veniam asperiores. Tempore voluptatibus quos autem soluta voluptatum maxime.
240,8,윤서영,560511,얼리버드,2025-06-09 17:52:16.808874,Itaque doloremque facilis id ex.
76,13,이성현,449813,VIP,2025-06-11 20:54:32.351872,Et ex sed reprehenderit hic. Placeat aspernatur eveniet vitae vel recusandae.
298,17,이보람,604400,슈퍼후원,2025-06-10 12:15:11.020011,Cupiditate porro iusto doloremque pariatur.
279,21,김성호,35425,얼리버드,2025-06-10 10:52:27.914596,Dolor rerum veritatis ullam sequi libero. Accusamus sapiente atque.
98,29,김성수,232719,VIP,2025-06-06 16:05:32.650410,Asperiores voluptates assumenda numquam sapiente laboriosam. Animi illum facere nostrum magni.
93,5,김아름,920801,슈퍼후원,2025-06-08 06:01:33.600013,Laboriosam et neque quae. Impedit occaecati quaerat qui.
193,23,김민석,366393,슈퍼후원,2025-06-10 16:35:56.680724,Aliquam similique enim officia.
26,30,한유진,273703,얼리버드,2025-06-06 17:29:36.741728,Optio laboriosam fugiat nulla nostrum totam. Maxime officiis explicabo doloremque.
233,28,최하은,177273,슈퍼후원,2025-06-08 01:58:12.986386,Corrupti cumque natus quos debitis corporis quis.
60,22,김지민,657128,일반,2025-06-09 10:57:32.923420,Eveniet nostrum pariatur earum natus cum debitis.
7,3,박영일,630367,얼리버드,2025-06-09 02:18:56.336505,Iusto corrupti praesentium. Pariatur possimus quibusdam. Doloribus enim quam.
186,22,박지훈,958281,일반,2025-06-07 06:43:04.325704,Iure praesentium fugit quod. Ab unde tenetur. Est recusandae ex minima reprehenderit odit libero.
174,9,황경숙,797490,VIP,2025-06-07 05:16:43.859098,Beatae quisquam ea laboriosam. Magni animi vel dignissimos nemo id dignissimos distinctio.
31,17,이민서,61884,일반,2025-06-08 14:07:55.258600,Distinctio reiciendis laudantium vel sequi dolorum.
23,24,김예준,311027,VIP,2025-06-11 18:26:17.304577,Sed fuga sed. Dolor praesentium sint.
257,27,김상철,65602,일반,2025-06-06 11:05:48.249317,Nemo iure eaque placeat amet. Accusantium accusantium corporis assumenda dolor maiores.
57,21,백명자,152402,VIP,2025-06-09 22:27:57.609853,Ratione reprehenderit corporis deserunt error dicta natus. Consequatur ut quia hic.
187,17,김민재,713588,VIP,2025-06-08 21:50:14.367713,Atque aliquid consectetur maiores illum repellendus rem.
109,12,김영숙,570893,슈퍼후원,2025-06-07 07:39:39.803787,Similique vel eligendi doloremque. Explicabo quos alias eius harum.
127,6,오영식,580916,VIP,2025-06-11 07:23:02.327424,Sit eligendi velit provident. Nemo voluptatibus possimus.
231,16,신민수,61182,얼리버드,2025-06-08 02:27:20.806024,Iusto enim aperiam sint facere nulla. Optio sunt pariatur doloribus perspiciatis similique id.
194,13,송은경,868318,일반,2025-06-07 08:28:08.419253,Hic maiores enim quia numquam aperiam. Molestias illum illum.
130,27,양정훈,648921,일반,2025-06-06 19:50:19.682334,Sapiente eligendi velit magni mollitia repellat. Quos excepturi sequi sed vel.
283,6,최영길,610683,얼리버드,2025-06-11 05:09:43.005341,Veniam id recusandae deserunt perspiciatis. Hic debitis iure tempora ad assumenda.
83,16,이은지,75008,얼리버드,2025-06-09 22:33:16.990360,Consectetur ab sunt illo dignissimos soluta quia quis. Possimus facere et deleniti.
85,30,이영환,488992,일반,2025-06-10 14:35:47.395884,Qui omnis ratione. Fugit necessitatibus amet quam similique voluptas doloremque.
67,23,김정순,245586,VIP,2025-06-12 03:27:23.100617,Officiis saepe commodi alias praesentium quidem amet ipsa. Corrupti vero aliquid beatae.
289,17,이광수,799280,슈퍼후원,2025-06-11 13:07:36.901498,Optio expedita voluptate cupiditate repellendus sunt quo.
164,10,박지후,745256,슈퍼후원,2025-06-08 10:58:37.435080,Numquam possimus sed iure illo saepe labore. Quia ex error iusto.
155,9,장정훈,531132,얼리버드,2025-06-08 22:33:34.558158,Voluptate esse facere. Quae facilis eveniet facilis ullam.
20,1,윤병철,663682,슈퍼후원,2025-06-10 00:09:35.753053,Quia ea atque reiciendis saepe reiciendis dolorum. Sunt consectetur possimus earum.
125,23,김예은,947712,슈퍼후원,2025-06-09 14:14:20.519826,Voluptatum odio labore. Tempora expedita nam minima eos veritatis.
80,15,곽지원,942251,얼리버드,2025-06-09 21:16:29.507401,Ea quae at hic voluptas eum. Non odit inventore fugiat reiciendis libero ex ab.
115,22,이지후,642589,VIP,2025-06-08 20:49:54.520731,Corrupti voluptatum iure porro iusto. Voluptates quisquam cumque dignissimos.
119,26,이진호,177231,VIP,2025-06-07 00:43:43.898480,Nisi dolores veritatis illum dolorum non alias ea. Placeat voluptatibus enim sint.
73,21,권지혜,246465,일반,2025-06-07 08:30:15.440551,Sint culpa totam eaque. Fuga officia earum facere quasi repellat minima.
16,22,김숙자,109488,VIP,2025-06-09 19:47:42.759144,Laboriosam consequuntur qui atque sint sed. Praesentium odio aspernatur quod labore odit natus.
11,22,김혜진,108791,VIP,2025-06-08 15:26:56.963835,"Saepe perferendis debitis assumenda repudiandae cupiditate qui.
Cum ipsum voluptate eaque."
195,12,최진호,507391,일반,2025-06-09 21:39:54.227270,Molestias alias ipsum asperiores. Laudantium repellat ad id. Nisi optio porro odit sint a maxime a.
102,18,박광수,518715,VIP,2025-06-09 20:19:21.548357,Laborum totam eius eius.
69,1,강지영,401518,VIP,2025-06-06 09:36:27.727398,Harum quos odit tenetur rerum laudantium dolorem. Quidem tempora est expedita expedita.
225,11,한건우,804386,슈퍼후원,2025-06-09 09:54:35.024398,Sunt recusandae animi libero blanditiis libero fuga.
38,8,김보람,358729,일반,2025-06-10 12:06:34.592941,Voluptas minus recusandae sequi perferendis iusto. Vel unde voluptatibus sunt iusto voluptate.
17,21,김혜진,187664,얼리버드,2025-06-06 20:18:28.649239,Provident tempora eveniet voluptatem ea. Placeat quaerat odio nisi.
180,30,이예은,39960,일반,2025-06-08 23:44:24.213901,Eaque nemo quae perspiciatis nulla aliquam. Nisi ipsum illo. Voluptates excepturi neque.
148,4,박성호,837263,일반,2025-06-06 10:56:21.600922,Laboriosam debitis voluptatibus adipisci tempora.
275,17,장성호,877168,슈퍼후원,2025-06-10 20:32:18.100130,Neque ex maxime deleniti non rem excepturi. Velit quaerat assumenda tempore.
68,5,황춘자,894993,일반,2025-06-11 16:28:37.915044,Est veritatis sapiente. Beatae iusto debitis nobis error.
229,8,최수진,943465,일반,2025-06-07 20:59:11.677964,Architecto mollitia officiis quisquam. Cum mollitia rerum.
70,30,심은서,780299,VIP,2025-06-07 16:24:01.419188,Maxime assumenda qui ea. Nisi similique delectus iste eligendi nisi molestias.
32,11,지승민,81545,얼리버드,2025-06-08 01:24:50.767188,Rem libero quos tenetur. Ut quos vel. Facilis facilis eius ipsa occaecati iste molestiae.
184,19,서종수,23299,VIP,2025-06-08 18:14:37.951349,Quos nam error. Fugiat laborum non.
266,9,김지민,53228,VIP,2025-06-12 07:48:51.721013,"Vero magnam animi officiis animi.
Officiis a deleniti illum officiis nisi fugit."
226,16,권지우,856600,일반,2025-06-10 06:17:57.571166,Tempore mollitia fugiat non illo vero modi mollitia. Dolor cupiditate nam omnis iusto.
141,4,박명자,392072,일반,2025-06-06 15:21:49.763913,Unde dolorem adipisci fugit. Voluptatum neque ex sed. Dolore iure rem dolores aut numquam itaque.
19,20,황영환,997123,VIP,2025-06-06 22:37:06.039999,Distinctio accusantium iste accusamus nam cumque.
182,7,김우진,695469,VIP,2025-06-08 12:42:29.185223,Soluta vero placeat. Expedita sit quidem dolore repellendus pariatur.
97,17,김서준,661346,얼리버드,2025-06-10 11:50:36.480394,Quisquam aliquid vitae dolorem beatae. Quidem unde tenetur veritatis repellendus ipsum.
133,17,장진우,911655,얼리버드,2025-06-11 18:42:23.618355,Amet corporis vitae voluptates eius perferendis. Recusandae mollitia et culpa beatae.
263,28,윤경수,772927,얼리버드,2025-06-09 21:55:13.787214,At sed expedita optio error itaque voluptas. Recusandae illum amet adipisci consequatur.
87,20,허미경,608840,슈퍼후원,2025-06-11 21:52:22.096529,"Iusto quaerat nulla voluptas.
Dolorum quos aut adipisci. Ipsum facere pariatur beatae eveniet quo."
249,8,박시우,395714,슈퍼후원,2025-06-07 15:23:52.737297,Quia veritatis optio nobis repellat accusantium. Ex doloremque minima unde occaecati.
246,5,박아름,771497,얼리버드,2025-06-06 17:08:30.146012,Corrupti porro neque quod. Itaque dicta facilis dolorem perspiciatis porro repellendus.
117,2,최예준,173339,슈퍼후원,2025-06-08 06:17:59.210784,Soluta quam necessitatibus quidem ducimus illum esse veritatis. Nam facere ad.
147,24,김서윤,815880,일반,2025-06-08 19:19:40.056790,Minima dignissimos aut fugit quidem natus. Vero earum molestias ex hic.
293,3,황도윤,396753,VIP,2025-06-09 15:10:47.512460,Quidem sapiente quas illum quo. Perspiciatis delectus facilis accusantium delectus nobis.
198,28,황서윤,692582,VIP,2025-06-07 13:18:28.251667,Quo ea hic exercitationem maxime alias. Quos est quod tempora impedit.
207,5,권예은,718430,얼리버드,2025-06-09 01:05:02.116016,Quos assumenda harum voluptatibus cupiditate. Voluptates amet occaecati deserunt.
