profile_id,user_id,nickname,email,age,gender,location,job,height,education,religion,smoking,bio,search_radius,profile_image_url
41,41,성진,boramheo@example.com,40,남성,연천군,판금원,184,대졸,무교,비흡연자,Aliquid quia numquam explicabo. Mollitia incidunt voluptatum accusantium. Vitae quaerat rem in.,"[20, 5, 10, 5, 40, 40]",https://example.com/profile_41.jpg
45,45,미경,seunghyeongim@example.org,25,남성,평창군,제관원,158,대졸,천주교,비흡연자,Vero dicta mollitia sunt iusto quo maxime. Quod nisi minus animi.,[20],https://example.com/profile_45.jpg
61,61,아름,seonghunbag@example.net,21,여성,양구군,보조 교사 및 기타 교사,189,대학원졸,천주교,흡연자,Explicabo ratione rem dignissimos dolor. Rerum eius magni aut perferendis.,"[5, 15]",https://example.com/profile_61.jpg
124,124,채원,jisangho@example.com,32,남성,태안군,물리 및 작업 치료사,171,대졸,천주교,비흡연자,Reiciendis enim in similique amet explicabo amet. Veritatis odio necessitatibus. Veniam veritatis aut odit.,"[5, 30]",https://example.com/profile_124.jpg
25,25,영길,seonghunhong@example.net,40,여성,논산시,방수공,150,대졸,불교,흡연자,Debitis ipsum eius nihil repellendus. Explicabo neque ad illum. Eius quasi nobis praesentium.,"[10, 10, 20, 40, 30]",https://example.com/profile_25.jpg
26,26,춘자,jangmisug@example.com,26,여성,부천시 오정구,전문 의사,174,고졸,불교,비흡연자,Vel non molestias. Recusandae esse hic iusto corporis.,[30],https://example.com/profile_26.jpg
24,24,정희,bagujin@example.net,24,남성,의정부시,과실 및 채소 관련 기계조작원,176,대졸,기독교,비흡연자,Alias harum culpa itaque. Recusandae occaecati quis. In quod itaque laudantium. Minus voluptas labore repellendus delectus iusto.,"[10, 40, 10, 15]",https://example.com/profile_24.jpg
95,95,수빈,jieun57@example.org,40,여성,속초시,도장기 조작원,155,대졸,불교,비흡연자,"Autem alias unde et id suscipit. Beatae dolorem tenetur.
Quasi blanditiis vel ea porro sit. Iure possimus sunt officiis.",[40],https://example.com/profile_95.jpg
40,40,서준,myeongja32@example.com,28,여성,원주시,철도 및 전동차 기관사,171,고졸,불교,비흡연자,Delectus culpa occaecati repellendus incidunt culpa. Animi laborum laboriosam hic doloremque corrupti.,"[30, 5]",https://example.com/profile_40.jpg
96,96,경수,seongsugim@example.net,23,여성,진천군,문리 및 어학 강사,185,대학원졸,기독교,비흡연자,Est sapiente corporis amet. Quis nisi quam consectetur dolore. Incidunt cum expedita ea dolore.,"[40, 40, 15]",https://example.com/profile_96.jpg
118,118,정희,seohaeun@example.com,34,남성,청주시 청원구,금속가공 기계조작원,158,대학원졸,기독교,비흡연자,Doloremque odit accusamus voluptatum vero. Illo recusandae cum repellendus dolor corporis inventore perspiciatis. Culpa voluptatum dicta adipisci.,"[40, 20, 20, 5]",https://example.com/profile_118.jpg
48,48,순옥,jangareum@example.com,34,남성,속초시,상/하수도 처리장치 조작원,150,고졸,기타,흡연자,"Illum quo sunt aspernatur. Dignissimos esse eius aliquid. Earum maxime temporibus eos saepe.
Omnis optio tempore tempora. Harum molestiae nam.","[40, 20, 15, 30]",https://example.com/profile_48.jpg
98,98,재현,jiyeonbaeg@example.net,37,남성,진천군,환경공학 시험원,163,대학원졸,기독교,비흡연자,Ipsam optio dolor ipsam quasi. Rem nemo a odit. Qui tempora non ad maxime doloribus. Consequuntur aspernatur unde dolorum.,"[20, 10]",https://example.com/profile_98.jpg
114,114,옥순,msong@example.com,37,남성,태백시,간판 제작 및 설치원,163,대학원졸,불교,흡연자,Nam sint veniam unde. Excepturi ullam provident cupiditate iusto qui aliquam. Quae nam ratione pariatur quisquam deleniti sequi.,"[15, 15, 5]",https://example.com/profile_114.jpg
34,34,정호,hayungim@example.org,35,남성,옥천군,제화원,165,대학원졸,천주교,비흡연자,Illo nam ut sunt quos ea nihil. Amet aperiam accusamus tenetur enim deserunt soluta.,"[15, 20, 5, 40, 10]",https://example.com/profile_34.jpg
139,139,현주,jgim@example.org,30,여성,충주시,농업용 및 기타 기계장비 설치 및 정비원,155,대졸,불교,비흡연자,Libero ullam laboriosam molestiae quam laudantium. Id cumque cumque minus occaecati labore facere. Cumque quam facere recusandae accusamus.,"[30, 30, 30, 10, 20, 5]",https://example.com/profile_139.jpg
102,102,수빈,hongjaehyeon@example.com,39,여성,안양시 동안구,냉동/냉장 /공조기 설치 및 정비원,164,고졸,기독교,흡연자,Est velit reiciendis. Quidem recusandae impedit molestiae nemo atque aliquid non.,"[20, 20, 5]",https://example.com/profile_102.jpg
63,63,지영,hyejin25@example.org,29,여성,남양주시,출판물 전문가,175,대학원졸,무교,흡연자,Quae similique voluptatum natus voluptas natus quibusdam perspiciatis. Non mollitia placeat architecto quaerat amet. Eveniet eos laboriosam libero.,"[40, 5, 10, 20, 5, 20]",https://example.com/profile_63.jpg
85,85,영자,jbag@example.org,24,남성,광명시,용접기 조작원,158,대졸,기타,흡연자,Deleniti enim enim deleniti amet ab. Fuga illo iure mollitia. Delectus neque vel quae eligendi.,[15],https://example.com/profile_85.jpg
149,149,명자,seoyeongsig@example.org,26,여성,용인시 수지구,유치원 교사,158,대학원졸,기독교,비흡연자,"Quod soluta nesciunt a ut ullam. Rem voluptas esse officia ipsam similique placeat.
Nam dolorem doloremque voluptas.","[5, 30]",https://example.com/profile_149.jpg
54,54,진호,gyeongsuan@example.net,32,남성,고양시 덕양구,사회복지관련 관리자,186,고졸,천주교,흡연자,Eaque placeat ad aperiam unde reiciendis vitae. Unde odit soluta tempore ad.,"[5, 20, 10, 5, 20]",https://example.com/profile_54.jpg
6,6,지원,gangseungmin@example.com,27,여성,용인시,인문과학 연구원,158,고졸,무교,흡연자,Vel eum quos reprehenderit iure aut. Nemo ex aperiam quod autem vel itaque. Eius nemo blanditiis vitae possimus sit.,"[15, 15, 20, 10, 10]",https://example.com/profile_6.jpg
94,94,춘자,yunjiweon@example.net,27,남성,보령시,생산 및 품질 관리 사무원,186,고졸,무교,비흡연자,Atque ipsam libero omnis nesciunt. Occaecati consectetur aliquid quisquam soluta.,"[40, 15, 20, 30, 30, 30]",https://example.com/profile_94.jpg
112,112,영일,xmun@example.net,34,여성,양구군,대학 교수,167,대학원졸,기독교,흡연자,Explicabo eaque veritatis iste perferendis odit. Explicabo corporis harum quibusdam sequi explicabo.,"[15, 20, 10, 15, 40]",https://example.com/profile_112.jpg
50,50,지혜,wi@example.com,34,남성,고양시 일산동구,건축 도장공,181,대학원졸,기타,비흡연자,Possimus ea vitae. Possimus libero id molestiae. Magni qui repellendus blanditiis repellat possimus maxime.,[20],https://example.com/profile_50.jpg
36,36,민준,seongjin37@example.net,31,여성,수원시 팔달구,음식서비스관련 관리자,172,대학원졸,무교,비흡연자,Necessitatibus error et repellendus eligendi ut vero. Alias ducimus sequi quibusdam occaecati eligendi vitae.,"[30, 20, 20, 15]",https://example.com/profile_36.jpg
81,81,재현,gimhayun@example.com,23,여성,진천군,기타 배달원,169,대졸,무교,흡연자,Distinctio omnis eum ut. Voluptatem eum eius ducimus veritatis sint. Corporis qui dolor doloribus.,"[10, 40, 20, 10]",https://example.com/profile_81.jpg
78,78,성훈,gimyeonggil@example.net,39,남성,구리시,판금원,163,대졸,기타,비흡연자,Neque id maiores nulla esse. Sapiente assumenda iste cumque rerum.,"[15, 15, 5, 30]",https://example.com/profile_78.jpg
35,35,성호,yeeuni@example.org,28,남성,수원시,상품중개인 및 경매사,160,고졸,천주교,흡연자,Sint esse neque magnam. Saepe dolorum aspernatur quaerat eligendi consectetur inventore.,"[10, 30, 20]",https://example.com/profile_35.jpg
115,115,영식,jeongsuryu@example.org,22,여성,속초시,대학 교수,156,고졸,무교,흡연자,"Odit consequuntur sed animi. Delectus enim minus voluptate.
Quia aperiam incidunt eum dolores iusto sed. Odit quidem quo expedita aut.","[30, 10]",https://example.com/profile_115.jpg
8,8,성민,yujin70@example.com,38,남성,부천시 오정구,도배공 및 유리 부착원,150,대졸,기타,비흡연자,Quae dolor fugiat cumque nesciunt sequi dolor.,"[5, 20, 40, 40]",https://example.com/profile_8.jpg
44,44,미영,jungsu71@example.com,34,여성,영월군,수금원,165,대학원졸,천주교,비흡연자,Repellendus delectus quis dolorum. Doloribus dolorem veritatis tenetur incidunt a. Culpa nam sed repellat esse sint illo.,"[10, 5, 40]",https://example.com/profile_44.jpg
71,71,옥자,jeongnamim@example.com,30,남성,괴산군,성직자,169,대졸,기타,비흡연자,"Magni reprehenderit earum dolores ut dolores. Tenetur quas enim necessitatibus. Est necessitatibus natus ad.
Assumenda maxime iste modi.","[10, 40, 20, 30, 20, 5]",https://example.com/profile_71.jpg
99,99,윤서,jihyegang@example.org,26,남성,용인시 처인구,귀금속 및 보석 세공원,159,대졸,기타,흡연자,Blanditiis nostrum ipsam quisquam quam. Tempore ratione eos at.,[5],https://example.com/profile_99.jpg
121,121,명숙,ngim@example.net,23,남성,횡성군,전기/전자 및 기계 공학 시험원,172,고졸,기독교,흡연자,Asperiores fugit dolores accusantium sunt. Ducimus nemo culpa. Nam totam autem quo quod.,"[15, 15]",https://example.com/profile_121.jpg
84,84,지혜,minji87@example.com,31,남성,태백시,단열공,163,대학원졸,불교,흡연자,Hic maxime recusandae ex perspiciatis. Nobis illum deleniti soluta vel pariatur.,"[10, 10]",https://example.com/profile_84.jpg
135,135,옥자,zan@example.net,20,남성,춘천시,식품공학 기술자 및 연구원,171,대학원졸,기독교,흡연자,Voluptatum adipisci consequuntur sapiente. Quidem molestiae vel vero doloribus. Eum animi perspiciatis repudiandae aliquid neque.,"[5, 10, 30, 15, 30, 10]",https://example.com/profile_135.jpg
136,136,민준,jiweonbag@example.org,22,여성,괴산군,음식서비스관련 관리자,170,대졸,기타,비흡연자,Vel omnis dolore necessitatibus sapiente. Soluta consequatur assumenda minus qui.,"[15, 15, 5, 10, 30]",https://example.com/profile_136.jpg
90,90,윤서,yunseogim@example.org,24,남성,부여군,건축 목공,162,고졸,기독교,흡연자,Eius incidunt doloribus non explicabo corrupti deleniti. Sed reiciendis consectetur voluptates. Vel sed asperiores libero odio expedita similique.,[5],https://example.com/profile_90.jpg
9,9,상훈,jeonghoo@example.org,24,여성,양평군,치과 의사,160,고졸,무교,비흡연자,Dolores eos facere alias non doloremque accusamus occaecati. Minima numquam praesentium.,"[30, 15]",https://example.com/profile_9.jpg
14,14,미정,yeongceol05@example.net,30,여성,시흥시,석유 및 천연가스제조 관련 제어장치 조작원,161,대졸,무교,흡연자,Officiis molestias mollitia maiores laborum. Rerum aperiam at. Accusantium ducimus ad quam sapiente molestias unde id.,"[30, 20, 5, 40, 15, 10]",https://example.com/profile_14.jpg
120,120,현주,minsu51@example.net,23,여성,영월군,위관급,167,대졸,기타,비흡연자,Consequuntur excepturi voluptatibus dolorem nihil. Debitis rem temporibus amet laboriosam recusandae doloribus.,"[15, 40, 10, 5, 5]",https://example.com/profile_120.jpg
126,126,재호,seongjincoe@example.org,33,여성,여주시,음식서비스관련 관리자,153,고졸,기타,비흡연자,Itaque quis molestias quibusdam. Quod repudiandae asperiores vel exercitationem.,"[5, 10]",https://example.com/profile_126.jpg
4,4,영식,junseogim@example.org,28,남성,수원시 영통구,철근공,179,고졸,무교,비흡연자,Totam blanditiis exercitationem deserunt ex ex eius sapiente. Ab unde voluptas.,"[15, 40, 40]",https://example.com/profile_4.jpg
18,18,지혜,seoyeong05@example.com,20,여성,용인시 처인구,전기 부품 및 제품제조 기계조작원,151,대학원졸,무교,흡연자,Commodi quam aliquid delectus. Temporibus deserunt ipsam nulla quas a voluptates. Tempore doloremque in recusandae.,"[5, 40, 40, 20, 20, 40]",https://example.com/profile_18.jpg
39,39,정식,junho03@example.com,20,남성,제천시,판금기 조작원,186,대졸,천주교,비흡연자,Nulla quis ullam iusto nesciunt. Maxime eius consectetur quisquam dolores reprehenderit et. Accusantium cum id distinctio qui.,"[20, 40]",https://example.com/profile_39.jpg
73,73,경자,ei@example.org,20,여성,청주시 서원구,출판물 전문가,183,고졸,기타,비흡연자,Cupiditate temporibus veniam. Expedita laborum tempora. Quasi fuga animi praesentium.,"[10, 10, 20, 30]",https://example.com/profile_73.jpg
137,137,상현,sunja51@example.net,33,여성,시흥시,경영 및 진단 전문가,190,고졸,불교,흡연자,Occaecati provident voluptas provident.,"[15, 10]",https://example.com/profile_137.jpg
