detail_id,contact_id,address,birthday,company,job,notes,favorite
20,20,대전광역시 마포구 논현3가 714,1970-04-21,주식회사 이김이,바텐더,Commodi nihil officia. Aperiam ex earum id ipsa reprehenderit id.,True
96,96,광주광역시 용산구 석촌호수2길 625-55,1978-07-02,최김한,대학 시간강사,Sint maiores libero deserunt ipsam corporis ullam ratione.,True
101,101,서울특별시 중구 언주94가 744 (은지백김마을),1944-12-14,지고,곡식작물 재배원,Adipisci quidem ut voluptates. Aspernatur impedit voluptate fuga.,False
9,9,인천광역시 영등포구 논현가 261 (병철김이읍),1989-04-13,서강이,시스템 소프트웨어 개발자,Reprehenderit officia facilis. Suscipit a sit est.,False
14,14,광주광역시 성북구 반포대길 2 (경희손최마을),1982-06-13,김김김,웹 개발자,Voluptate culpa nam ab. Quam ratione vitae minima deserunt.,False
85,85,울산광역시 양천구 도산대가 240 (옥순김서면),1956-04-05,(유) 오이박,기타 석유 및 화학물 가공장치 조작원,Repellat corrupti culpa eius. Labore adipisci corporis animi aspernatur suscipit.,False
4,4,충청남도 청주시 상당구 백제고분512길 173-16,1959-01-11,(유) 김심김,기타 사육관련 종사원,Ab odio soluta eaque natus amet in libero. Nisi corporis aliquam quaerat nemo ad.,False
18,18,경상남도 영동군 서초중앙가 53 (주원황김읍),1963-02-07,유한회사 곽안홍,소방공학 기술자 및 연구원,"Eum molestiae in aut nulla eveniet.
Enim laboriosam odit perferendis nihil. Omnis dolores debitis.",False
39,39,서울특별시 종로구 양재천720가 278 (지연김읍),1991-12-18,윤김,배관 세정원 및 방역원,Excepturi tenetur ratione sint sint quam. Alias quia officiis facilis.,True
118,118,경기도 부천시 원미구 가락거리 905-53,1968-07-26,이이,직조기 및 편직기 조작원,Et maiores rem fugit eligendi quia. Excepturi ratione ipsam rerum nostrum sint temporibus.,False
7,7,경상북도 구리시 개포로 47,1981-12-06,박김백,기타 공학관련 기술자 및 시험원,Consequuntur aliquid corrupti odit. Officiis modi in nulla.,False
78,78,충청북도 태안군 봉은사31로 324 (우진김장면),1987-07-05,주식회사 김김박,기타 식품가공관련 기계조작원,Necessitatibus minima inventore aspernatur labore aliquam. Voluptas voluptates minus iste.,False
112,112,광주광역시 중구 언주23로 163-29,1957-09-17,권박,농림어업관련 단순 종사원,Odit dolor vitae fugiat.,False
95,95,광주광역시 서구 가락길 128 (영희김마을),1993-06-05,박장전,기타 여가 및 스포츠 관련 종사원,Error error ea dolorem delectus. Dignissimos autem ea. Temporibus eligendi excepturi eos.,False
55,55,경기도 서천군 영동대로 18-41,1979-12-06,신고권,사회과학 연구원,Error in porro quia est mollitia. Commodi hic doloribus odit magnam.,False
51,51,충청북도 안산시 상록구 반포대22로 211-62,1986-08-21,(유) 송,노점 및 이동 판매원,Et aliquam similique quod molestiae.,False
81,81,서울특별시 북구 서초대2가 863,1974-06-10,주식회사 고김김,판사 및 검사,Repudiandae error animi vitae. Ipsam velit quos nihil. Sed quis nesciunt adipisci aliquid.,False
47,47,울산광역시 마포구 역삼거리 247,1952-02-15,박황송,자동조립라인 및 산업용 로봇 조작원,Voluptatum sunt id temporibus. Quam debitis illo soluta atque officia ab.,False
82,82,대전광역시 송파구 석촌호수가 799 (재호백면),1949-09-18,배김김,인터넷 판매원,Accusantium culpa sed vero qui quibusdam suscipit. Laborum dignissimos eaque quidem aut esse magni.,False
62,62,전라북도 철원군 백제고분가 624 (정희박장마을),1958-02-25,(주) 황,통신 및 관련 장비 설치 및 수리원,Culpa sit assumenda. Veniam quia ratione assumenda. Veritatis nisi quas dolor.,True
117,117,울산광역시 북구 봉은사353길 551-50,1946-12-21,(주) 류김강,재봉사,Quos harum maxime enim. Nulla nulla delectus fugit.,True
80,80,울산광역시 관악구 서초대316길 684,1993-11-30,성김김,시민 단체 활동가,Amet voluptatem veritatis nam ipsa tempore. Quidem laboriosam dolorum eius maxime.,False
