record_id,owner,game_type,score,result,play_time,created_at
676,14,PvP,2155,승리,15,2024-12-11 23:40:30.392783
24,78,이벤트,6242,패배,74,2025-03-17 20:23:55.185383
590,15,퀘스트,3750,승리,43,2025-04-24 22:39:13.713509
432,63,PvE,7741,승리,107,2024-12-03 07:19:27.742543
210,105,퀘스트,7536,무승부,51,2025-01-17 00:44:43.224856
64,224,레이드,2325,무승부,118,2025-02-11 00:22:17.547000
240,7,퀘스트,2033,무승부,55,2025-01-10 08:33:29.419280
371,234,PvE,5901,승리,73,2025-04-08 06:51:24.311885
745,102,퀘스트,6521,패배,102,2025-04-02 23:39:29.946387
653,30,퀘스트,3078,패배,43,2025-05-03 10:46:24.324949
626,59,퀘스트,9571,승리,16,2025-01-23 13:27:04.983082
216,150,퀘스트,6373,패배,87,2024-12-09 11:45:53.463755
520,204,퀘스트,7454,무승부,63,2025-05-11 23:40:38.443468
495,248,레이드,3956,무승부,109,2025-05-27 11:14:06.239519
833,150,PvP,2992,패배,41,2024-12-21 00:09:12.436387
454,151,레이드,7828,무승부,52,2025-02-12 18:38:00.891239
353,286,이벤트,9300,승리,16,2025-05-12 12:42:57.689167
550,137,퀘스트,1969,무승부,6,2025-01-30 02:25:16.817369
281,149,이벤트,6656,패배,49,2024-12-08 19:36:17.528545
248,26,퀘스트,1961,패배,83,2024-12-09 11:28:28.600899
214,249,레이드,1843,패배,94,2025-05-31 17:15:20.962027
138,8,레이드,9618,무승부,41,2025-04-27 05:57:45.404206
397,59,PvP,3412,무승부,66,2025-03-20 03:06:49.046505
303,209,PvE,7738,무승부,64,2025-05-02 03:37:18.797883
544,261,퀘스트,8777,승리,46,2025-03-27 09:01:37.140968
45,138,퀘스트,1574,패배,39,2025-02-12 15:49:28.993496
391,17,레이드,6314,승리,111,2025-02-03 12:43:08.516564
740,63,퀘스트,5035,승리,44,2025-04-15 00:03:12.007719
449,205,이벤트,2735,무승부,29,2025-01-29 11:47:18.100225
209,102,레이드,8461,패배,93,2025-02-06 06:28:00.669882
199,121,퀘스트,6668,패배,62,2025-02-14 06:00:58.913310
669,119,레이드,9221,패배,43,2025-05-13 21:21:12.368694
517,242,PvP,1119,무승부,106,2025-03-13 09:18:10.159719
329,44,레이드,848,승리,76,2025-04-24 22:09:09.795267
450,63,레이드,5805,무승부,10,2024-12-17 12:23:05.937749
627,205,레이드,3829,승리,103,2024-12-11 07:06:05.095564
584,124,퀘스트,5768,승리,111,2025-05-23 18:12:36.395280
827,61,퀘스트,6351,무승부,96,2025-02-04 04:29:47.073784
315,269,PvE,1095,패배,5,2025-03-17 19:04:35.870604
137,270,PvE,7328,승리,8,2025-04-26 16:47:55.523544
844,210,PvP,6975,무승부,109,2025-03-24 18:17:44.362407
362,49,퀘스트,7286,무승부,87,2025-05-12 14:43:26.587713
494,299,이벤트,7960,승리,45,2025-04-30 16:47:04.993622
61,126,퀘스트,7435,패배,49,2025-02-05 02:39:02.743339
665,240,PvE,1039,승리,86,2025-01-11 12:23:12.655548
526,96,이벤트,3970,패배,27,2025-03-19 21:36:40.492784
175,94,이벤트,6158,패배,12,2025-05-10 19:48:20.868953
537,252,퀘스트,6313,패배,31,2025-05-18 11:39:49.218859
67,105,레이드,5442,무승부,119,2024-12-27 09:16:26.897645
821,254,레이드,6100,패배,21,2025-04-10 01:47:47.559066
778,27,레이드,8152,패배,47,2025-03-05 16:23:41.870348
382,278,레이드,2872,무승부,97,2025-04-09 15:34:04.661405
486,160,레이드,8358,무승부,89,2025-02-14 23:01:40.121264
219,221,퀘스트,1277,무승부,91,2025-03-02 07:35:20.265135
576,182,PvP,7482,패배,47,2025-02-23 18:06:28.304110
347,103,PvE,7968,패배,104,2025-03-05 05:41:23.774680
546,294,이벤트,8368,패배,36,2024-12-16 12:29:48.297950
801,185,퀘스트,460,승리,119,2025-04-13 11:14:39.920820
810,20,이벤트,6216,패배,11,2025-05-28 02:47:12.077077
779,126,레이드,5186,승리,5,2025-03-24 06:32:46.770642
399,188,이벤트,7345,무승부,107,2025-05-01 16:15:21.839065
77,153,PvP,7847,무승부,83,2025-03-24 07:47:37.880339
197,167,이벤트,378,패배,110,2025-02-23 10:43:02.305868
632,85,이벤트,4837,승리,55,2025-04-09 17:40:48.047768
752,142,퀘스트,8025,패배,27,2025-02-26 15:48:05.232966
571,101,이벤트,8921,승리,69,2024-12-24 01:27:15.386410
406,203,PvP,2813,승리,79,2025-02-02 05:59:28.017984
513,234,레이드,4968,무승부,80,2025-04-02 03:07:02.295984
339,287,레이드,6684,승리,12,2025-05-31 19:44:46.107932
896,71,PvE,3796,패배,25,2025-03-17 17:30:14.681261
228,79,이벤트,1917,승리,22,2025-01-17 03:18:57.324385
670,208,레이드,3089,승리,76,2025-05-09 15:16:13.174817
205,123,PvE,6695,패배,32,2025-02-17 01:00:44.186858
746,24,이벤트,1258,승리,74,2025-04-25 14:41:19.909735
193,254,PvP,6557,승리,98,2025-05-01 00:45:32.432027
875,288,PvP,9064,패배,46,2025-01-08 19:01:35.422224
795,110,PvP,8797,승리,8,2025-05-06 12:59:10.914494
775,229,이벤트,8037,승리,111,2024-12-16 10:55:10.855247
482,80,PvE,3497,무승부,58,2025-04-02 15:00:00.851267
835,270,레이드,7639,패배,99,2025-02-10 11:52:41.056962
466,270,PvP,8540,패배,38,2024-12-10 11:48:25.085458
808,293,PvP,7761,무승부,116,2024-12-26 21:51:25.243797
886,60,레이드,5196,패배,77,2025-04-08 10:36:23.929648
97,190,퀘스트,4976,패배,120,2025-01-02 07:21:35.850554
892,217,퀘스트,4760,승리,108,2025-01-31 23:06:22.980698
327,288,PvE,3675,무승부,93,2025-04-03 12:59:21.754567
295,246,레이드,1866,패배,91,2025-01-13 09:19:06.504969
211,40,레이드,9729,무승부,70,2025-02-22 15:47:06.241034
441,224,이벤트,7046,패배,29,2025-03-05 07:47:19.019264
784,130,PvE,7536,승리,26,2025-02-01 19:27:40.596753
79,255,PvE,8181,무승부,77,2025-05-15 19:42:07.644521
266,291,PvE,1277,무승부,111,2025-01-05 01:08:36.152582
830,58,레이드,5940,무승부,10,2025-01-02 16:39:17.768946
429,147,레이드,5960,승리,21,2025-04-23 11:03:34.332786
142,256,PvP,1083,무승부,78,2025-01-22 03:53:43.664029
583,11,레이드,6772,패배,118,2025-03-03 12:33:22.774790
744,79,이벤트,232,승리,43,2024-12-20 12:25:27.011453
364,120,이벤트,2372,승리,108,2025-03-11 22:48:14.479880
66,80,PvE,6292,승리,76,2025-04-05 04:54:18.493497
790,171,레이드,5059,승리,53,2025-05-25 13:27:07.898638
292,244,PvP,524,패배,103,2024-12-26 07:42:04.040725
604,6,PvP,9957,패배,57,2025-02-02 05:50:39.739061
858,167,레이드,4229,패배,5,2025-02-03 07:12:51.818906
487,232,PvE,1321,무승부,40,2025-04-01 16:00:59.960712
236,5,퀘스트,7930,승리,101,2025-04-13 21:40:05.606947
251,70,PvE,1924,무승부,114,2025-01-03 10:07:45.457920
50,52,PvE,2348,무승부,32,2025-05-01 13:10:32.383733
658,165,레이드,5563,무승부,116,2025-02-19 17:06:43.285140
310,133,레이드,6396,패배,95,2025-01-12 19:40:51.937947
710,224,PvP,4936,패배,27,2025-02-24 22:58:17.109926
276,133,PvE,8906,승리,58,2025-02-06 08:24:04.302216
895,233,퀘스트,2991,무승부,117,2025-02-23 04:59:30.914785
166,159,이벤트,8205,승리,106,2025-01-28 14:56:21.565948
514,77,이벤트,1181,패배,81,2025-01-28 18:55:23.528947
34,228,이벤트,2801,승리,60,2025-03-07 00:02:47.429086
32,155,PvE,9856,패배,7,2025-02-05 16:25:00.703310
674,82,레이드,8404,패배,106,2025-02-16 11:40:54.403839
405,146,퀘스트,7827,패배,64,2025-04-23 01:23:14.351336
519,54,PvP,6514,무승부,7,2025-05-15 06:10:44.835508
431,182,PvP,110,무승부,99,2025-04-25 00:42:41.461783
110,187,PvE,7223,패배,60,2025-02-16 06:59:23.845931
78,33,레이드,8628,무승부,86,2025-01-29 04:42:33.459972
413,161,PvP,4370,패배,64,2025-01-31 22:25:34.462866
313,60,PvP,1217,승리,63,2025-03-28 12:46:51.019463
83,256,PvP,7450,무승부,64,2025-05-18 08:57:16.409851
322,229,PvE,8786,무승부,42,2025-02-04 03:23:34.742419
650,57,퀘스트,5352,패배,70,2025-05-15 14:21:20.884578
694,130,PvE,8594,승리,91,2025-05-13 17:40:03.882451
361,265,PvE,644,승리,7,2024-12-28 09:26:19.023854
488,210,이벤트,9772,승리,94,2025-04-12 04:22:09.911871
465,297,퀘스트,561,승리,86,2025-06-01 06:29:49.529577
6,83,퀘스트,914,패배,35,2025-04-26 15:09:00.441153
55,300,레이드,808,무승부,31,2025-05-04 12:38:06.580265
735,272,PvE,601,승리,82,2025-05-25 02:33:36.856178
463,268,PvE,9878,무승부,39,2025-02-19 05:01:47.408017
324,92,이벤트,5760,승리,58,2025-02-17 09:28:20.790955
368,122,PvP,8499,패배,26,2025-04-16 02:10:39.001415
98,212,PvP,4632,무승부,78,2025-05-01 12:51:33.675446
445,157,퀘스트,8870,승리,119,2024-12-18 17:01:37.002305
577,202,PvP,4515,무승부,53,2025-01-05 02:43:07.377742
898,18,PvE,8959,승리,93,2025-05-12 01:31:03.631373
579,247,레이드,6394,패배,117,2025-06-02 03:41:10.484069
780,106,이벤트,2628,승리,69,2025-05-23 20:11:15.409877
26,50,이벤트,1067,패배,109,2025-03-16 11:39:58.943732
85,177,레이드,6862,무승부,28,2024-12-20 12:09:15.098688
11,288,PvP,6408,승리,97,2025-04-20 04:09:15.389162
335,6,PvE,8461,무승부,6,2025-05-19 22:00:20.392470
245,181,이벤트,1455,무승부,13,2025-05-28 13:49:15.915768
679,286,PvE,6107,무승부,69,2025-02-07 08:40:38.437926
307,214,퀘스트,9915,패배,14,2025-06-01 11:20:57.435757
592,165,레이드,9067,패배,7,2025-05-24 09:26:04.628120
119,54,레이드,9568,패배,42,2024-12-06 18:31:21.486838
291,247,PvP,7520,승리,73,2025-03-31 18:24:55.973438
317,156,레이드,4490,패배,9,2025-01-04 07:03:21.095827
30,146,PvP,1553,무승부,106,2025-02-21 10:30:15.861305
56,247,퀘스트,3554,승리,63,2024-12-27 18:26:17.989206
418,13,PvP,1659,무승부,85,2025-03-02 14:21:20.701313
600,105,이벤트,4626,승리,23,2025-02-23 15:42:42.980716
851,295,레이드,4532,승리,38,2025-05-15 15:23:34.289418
369,91,퀘스트,3880,무승부,11,2025-02-20 07:38:48.192046
82,41,이벤트,9407,무승부,104,2025-01-15 15:34:59.225694
630,215,PvP,2585,승리,46,2025-01-27 01:45:41.999007
376,185,레이드,2894,승리,111,2025-04-07 10:06:03.254715
863,142,이벤트,2403,무승부,51,2025-04-19 18:22:14.656802
427,134,PvE,4194,무승부,63,2025-04-16 12:09:35.893092
788,178,레이드,7668,승리,37,2025-01-11 15:29:25.305902
570,213,PvP,3568,승리,64,2025-03-25 08:01:39.565903
698,56,이벤트,4612,무승부,47,2025-04-13 02:36:48.720055
287,216,PvP,8392,패배,39,2024-12-06 18:03:49.758682
715,246,PvE,6125,승리,95,2025-05-23 14:53:38.792627
540,110,이벤트,9466,패배,10,2025-04-29 18:18:00.441028
358,71,레이드,2079,패배,24,2025-05-04 15:59:27.268119
769,187,PvP,6142,승리,83,2025-04-08 17:42:19.062057
846,19,레이드,8975,무승부,30,2025-04-23 12:43:45.423603
719,172,이벤트,5258,무승부,17,2025-02-19 01:50:35.539769
395,39,이벤트,4216,승리,42,2024-12-24 22:20:32.759494
501,149,PvE,8499,승리,23,2025-03-29 09:05:00.018440
366,145,이벤트,7748,패배,106,2025-05-20 06:51:42.035365
731,17,PvP,9141,패배,99,2025-04-09 12:06:42.749144
483,192,이벤트,2296,무승부,84,2025-04-12 04:21:35.039918
410,298,이벤트,8955,무승부,79,2025-02-16 16:08:18.192478
474,111,레이드,5612,무승부,61,2025-05-17 15:47:43.184514
293,179,레이드,7923,승리,101,2025-04-06 05:52:19.368020
8,38,이벤트,4642,패배,5,2024-12-13 23:55:30.708511
452,241,레이드,2515,무승부,64,2025-02-10 17:55:20.550133
156,134,PvE,3222,패배,49,2025-03-02 00:25:36.480296
352,225,레이드,4895,무승부,85,2025-04-06 10:58:51.697977
430,138,PvP,8391,무승부,57,2025-03-13 18:19:09.614395
102,141,PvP,942,패배,12,2025-05-08 17:25:58.923512
200,116,PvP,3430,무승부,36,2025-02-10 00:53:43.404987
614,75,퀘스트,6790,승리,76,2025-01-17 13:05:24.915406
529,60,퀘스트,9162,패배,44,2025-04-10 04:45:04.546230
816,148,퀘스트,2729,승리,106,2025-05-20 09:14:26.149216
381,275,PvP,8106,패배,31,2024-12-05 01:01:39.552945
301,106,레이드,5935,승리,86,2025-02-20 01:55:09.220937
417,4,퀘스트,5502,패배,6,2025-04-27 10:02:42.218237
879,213,PvE,5274,승리,102,2025-02-04 22:42:04.961609
320,206,퀘스트,8983,무승부,67,2025-01-17 13:29:01.767073
3,34,이벤트,3781,승리,30,2025-02-11 00:50:00.089283
255,172,이벤트,7817,승리,116,2025-01-01 11:47:12.567968
508,98,PvE,4915,승리,17,2025-02-24 21:35:00.703159
500,40,PvP,6373,무승부,38,2024-12-28 14:25:14.082784
267,54,이벤트,2569,무승부,96,2025-05-22 19:26:59.130657
159,19,이벤트,2636,패배,25,2025-03-21 22:59:57.342364
522,265,이벤트,7552,패배,15,2025-04-30 23:05:06.623338
837,146,레이드,252,무승부,40,2024-12-05 09:47:35.080408
568,261,PvP,897,승리,116,2025-01-20 03:34:39.840138
333,290,PvP,2780,승리,31,2025-01-23 22:29:42.038411
433,288,레이드,5483,패배,89,2024-12-03 06:26:58.789501
306,39,이벤트,2600,패배,42,2025-02-10 00:11:06.426170
437,85,PvP,6763,패배,79,2025-03-27 01:19:13.501123
527,115,레이드,9047,무승부,24,2025-02-12 05:05:05.452944
409,202,PvE,8216,패배,88,2025-05-05 10:46:36.465234
894,49,PvE,1300,무승부,89,2025-01-23 00:01:33.292727
360,202,이벤트,3148,무승부,38,2024-12-26 15:55:23.806867
586,139,레이드,6736,승리,42,2025-05-22 00:40:04.696841
656,16,PvP,4918,승리,37,2024-12-04 07:41:03.870914
660,250,PvP,5780,패배,91,2025-04-22 16:02:16.319812
213,178,퀘스트,830,패배,105,2025-03-23 06:36:07.788171
829,3,이벤트,7389,패배,38,2025-03-05 14:37:25.280164
80,27,퀘스트,5940,무승부,35,2025-01-27 17:01:53.103014
149,83,이벤트,5749,승리,101,2025-04-17 11:43:10.441515
260,229,퀘스트,3005,승리,31,2025-02-15 09:16:19.105548
595,209,PvP,8801,패배,98,2024-12-14 17:57:03.952510
843,111,PvP,4066,무승부,36,2025-03-21 20:22:11.787259
383,67,PvP,4307,무승부,108,2025-04-18 22:18:44.293938
484,184,퀘스트,9185,패배,102,2025-04-28 14:25:17.418018
134,74,레이드,1386,승리,22,2025-03-30 13:04:48.900600
469,81,PvP,3629,패배,5,2025-02-18 23:47:20.895404
549,300,PvE,3418,승리,11,2024-12-02 18:50:36.531963
507,20,레이드,9943,승리,28,2025-01-30 15:47:15.958817
654,267,PvP,2295,패배,117,2025-06-01 00:50:52.174935
639,37,PvP,6352,승리,48,2024-12-20 21:34:52.693725
753,188,이벤트,6406,무승부,37,2025-05-15 01:23:46.402097
282,71,이벤트,6503,무승부,13,2025-02-11 00:02:54.124151
688,43,PvP,8019,패배,78,2025-03-02 06:40:39.022684
706,79,PvP,5416,패배,35,2025-02-01 10:46:18.007183
297,203,PvE,5098,승리,26,2025-04-05 09:28:45.487123
173,290,이벤트,5674,무승부,29,2025-04-19 15:51:30.489439
864,253,PvP,3529,승리,15,2025-04-01 10:37:52.913672
468,182,이벤트,990,패배,108,2025-02-21 12:26:16.069914
813,161,PvE,471,무승부,85,2025-01-06 18:09:44.470614
809,262,레이드,6756,패배,37,2025-02-18 02:30:35.263766
91,193,레이드,9226,무승부,15,2025-04-22 12:06:30.543321
842,162,퀘스트,8268,승리,23,2025-03-19 04:21:17.527106
182,88,퀘스트,6814,무승부,57,2025-01-24 04:46:45.320120
862,296,이벤트,5419,패배,96,2025-03-15 17:14:08.746623
803,244,PvP,9063,승리,32,2025-01-05 00:26:00.798008
70,165,이벤트,9557,무승부,96,2024-12-10 23:43:58.220715
132,8,PvE,1952,패배,44,2025-05-16 06:08:41.464602
599,71,레이드,1909,패배,45,2025-03-06 04:55:28.797915
478,211,퀘스트,1958,승리,8,2025-05-29 12:52:18.925002
136,105,레이드,8008,무승부,44,2025-05-22 01:20:32.544478
165,203,레이드,4606,패배,81,2024-12-05 00:45:49.719341
29,238,이벤트,587,패배,28,2024-12-30 21:31:07.041600
498,102,퀘스트,9033,무승부,27,2025-05-13 10:37:51.897781
194,202,레이드,5992,패배,98,2025-04-08 22:49:57.656082
312,60,PvP,2931,패배,34,2024-12-24 11:03:23.123956
724,141,이벤트,3165,승리,76,2025-02-12 03:44:03.655740
641,82,PvP,3193,승리,42,2025-01-28 13:47:38.749901
538,98,레이드,2877,승리,104,2024-12-16 18:30:22.911984
141,279,PvE,9730,패배,80,2025-02-10 15:31:50.596150
174,60,PvP,1410,승리,21,2025-02-05 17:45:30.646120
7,284,PvE,5475,승리,88,2025-03-26 13:13:22.063479
582,165,퀘스트,3480,승리,98,2025-02-06 17:52:00.677775
378,64,레이드,8703,승리,34,2025-01-04 21:35:06.343654
74,123,PvE,8194,패배,113,2025-04-25 05:06:40.585560
619,180,PvE,5977,승리,39,2025-02-15 17:01:51.863333
332,83,PvE,9129,무승부,112,2025-02-27 04:25:58.429960
887,237,레이드,9971,패배,60,2025-06-01 03:03:11.502628
146,52,퀘스트,2065,패배,36,2025-02-01 12:26:57.042454
235,203,PvE,6070,무승부,18,2025-04-10 09:36:18.990128
221,299,퀘스트,9068,승리,65,2025-01-17 21:57:37.210470
585,251,퀘스트,9962,승리,100,2025-03-02 06:37:58.501094
804,212,레이드,3260,무승부,15,2025-01-22 21:15:42.373254
133,181,PvP,6641,승리,83,2025-05-13 00:18:28.002187
743,158,PvE,6051,패배,38,2025-01-11 11:28:26.441818
328,96,퀘스트,5991,패배,96,2024-12-09 12:49:31.891793
186,80,PvE,2885,무승부,108,2025-02-09 06:09:55.199708
42,82,이벤트,7945,무승부,105,2025-03-29 16:00:44.152615
552,169,퀘스트,6784,무승부,100,2025-02-01 20:07:41.112282
109,26,레이드,2214,승리,53,2025-01-17 01:48:35.134387
426,212,PvE,1746,승리,47,2025-01-15 20:14:16.874853
57,143,퀘스트,3936,패배,65,2025-04-21 01:29:47.911805
603,85,이벤트,7284,승리,25,2025-03-16 13:56:55.622239
351,45,이벤트,7582,무승부,65,2025-03-17 07:55:12.414654
502,13,이벤트,9000,패배,35,2025-02-10 17:12:53.441227
25,9,레이드,956,무승부,69,2025-01-02 23:34:02.376453
666,292,PvP,3270,패배,50,2025-02-26 03:04:48.259516
434,29,이벤트,1169,승리,94,2025-02-18 20:19:49.439818
440,190,레이드,7868,승리,22,2025-02-26 16:14:04.316622
52,45,PvE,3955,승리,9,2025-02-19 18:30:18.890338
412,167,이벤트,2040,패배,109,2024-12-03 23:49:13.828152
824,126,레이드,6928,패배,110,2025-04-01 06:09:00.237462
721,25,이벤트,9876,승리,104,2025-01-30 06:25:45.108042
265,62,PvP,9282,승리,74,2025-03-26 06:16:32.594476
693,83,퀘스트,2032,패배,77,2025-01-26 02:48:12.080159
618,28,이벤트,9414,무승부,91,2025-02-25 06:42:44.461266
704,187,이벤트,8447,승리,109,2025-04-01 23:15:19.682534
356,293,퀘스트,1789,패배,21,2024-12-29 01:15:49.387047
19,52,PvE,3017,무승부,81,2025-03-23 09:45:54.764845
845,288,PvP,2676,승리,118,2025-05-28 17:37:27.773481
343,123,PvE,951,승리,24,2025-01-28 17:27:19.979672
84,277,이벤트,6437,무승부,10,2025-01-26 23:55:48.603606
62,79,PvP,9733,승리,99,2025-01-06 22:36:28.814671
273,2,레이드,6429,무승부,12,2024-12-26 04:59:07.578737
286,197,퀘스트,7910,무승부,43,2025-04-11 04:51:16.435278
363,84,레이드,2776,무승부,87,2025-04-22 05:42:27.674755
890,34,퀘스트,8784,승리,85,2025-03-06 17:08:49.435626
13,261,레이드,241,패배,51,2024-12-17 00:38:50.882149
183,275,PvE,922,승리,103,2025-02-16 16:55:34.868308
389,35,레이드,4162,패배,36,2025-02-02 19:16:18.353723
722,18,PvE,1261,무승부,11,2025-04-06 16:02:15.870677
224,103,PvE,1976,무승부,22,2025-01-07 03:35:02.379755
559,8,이벤트,2503,무승부,22,2025-01-05 03:00:28.180297
634,157,이벤트,1278,승리,38,2025-05-22 06:28:29.301948
645,10,PvP,8826,패배,25,2025-05-01 08:42:01.318246
531,176,레이드,8063,승리,58,2025-01-24 18:36:23.706972
528,36,이벤트,8569,패배,60,2024-12-28 17:11:57.859010
637,221,퀘스트,4923,무승부,58,2025-03-05 01:37:46.788245
177,257,이벤트,1075,무승부,61,2024-12-18 21:32:11.845772
605,61,퀘스트,7089,승리,58,2025-02-02 00:39:17.195798
447,44,퀘스트,9050,승리,68,2025-06-01 06:11:31.862341
421,27,퀘스트,4008,패배,92,2025-01-20 10:17:24.366350
164,165,이벤트,8282,패배,54,2025-05-04 21:43:18.069997
249,270,이벤트,9946,무승부,69,2024-12-09 21:19:08.855756
741,251,레이드,8394,패배,80,2024-12-15 12:19:05.167334
794,172,퀘스트,1714,패배,100,2025-05-15 14:51:56.948578
75,103,퀘스트,7761,승리,97,2025-04-09 03:14:48.291627
114,18,레이드,7529,승리,99,2025-01-19 03:35:35.442566
515,222,이벤트,900,무승부,53,2025-04-04 06:50:51.862947
496,211,이벤트,3511,패배,47,2025-05-25 06:51:10.043195
105,146,PvE,6176,패배,76,2025-05-07 20:52:57.627999
115,131,이벤트,8774,무승부,104,2025-02-02 05:35:31.657370
451,191,PvP,2815,승리,55,2025-02-04 19:27:54.840741
93,275,퀘스트,9592,무승부,44,2024-12-31 12:18:46.593426
798,24,레이드,3131,패배,44,2024-12-11 18:37:19.613667
90,271,PvP,4506,패배,115,2025-03-14 10:15:25.736243
337,214,퀘스트,4852,무승부,44,2024-12-08 18:45:06.321077
889,95,PvE,7476,승리,82,2025-04-14 20:35:33.436909
825,110,PvP,7920,승리,35,2025-02-13 07:33:32.304521
836,157,PvE,8689,승리,93,2025-05-21 23:00:53.202179
548,276,레이드,7561,패배,27,2025-05-14 10:25:17.498578
553,194,레이드,6609,승리,57,2025-05-03 12:02:32.297228
95,204,퀘스트,1841,패배,116,2025-02-26 08:32:30.844219
12,124,PvE,3842,승리,58,2025-01-13 17:49:28.517090
899,106,레이드,5411,무승부,92,2025-02-11 04:12:30.241035
44,164,PvP,3375,무승부,87,2025-01-24 20:23:07.460005
43,221,레이드,8828,패배,116,2025-05-30 05:18:39.211608
330,222,이벤트,6664,무승부,85,2025-03-20 18:00:00.724004
168,119,퀘스트,4398,패배,112,2025-01-26 11:39:44.316689
786,59,퀘스트,6449,패배,9,2025-02-18 17:19:19.865044
542,262,PvP,9784,승리,77,2025-05-30 19:51:13.548841
723,254,PvE,5797,패배,26,2025-01-12 12:39:44.094937
849,129,이벤트,3257,패배,31,2024-12-19 19:45:47.951313
179,152,레이드,8637,패배,39,2025-05-03 05:12:59.084011
588,248,이벤트,2046,패배,97,2025-02-16 20:12:31.348410
791,229,퀘스트,8672,무승부,42,2025-01-01 16:26:34.304886
598,156,이벤트,7633,무승부,76,2025-05-03 01:56:27.083215
178,196,PvE,799,승리,70,2025-05-12 22:25:47.909874
696,48,PvE,3167,승리,80,2025-04-05 02:42:14.349668
716,109,이벤트,2102,무승부,65,2025-05-16 07:16:55.360469
718,201,퀘스트,2435,패배,9,2024-12-19 15:23:54.189247
384,58,레이드,8465,무승부,92,2025-01-28 15:27:24.376736
258,83,이벤트,4166,승리,71,2025-04-27 09:30:59.220983
443,72,PvE,2791,패배,99,2025-05-18 23:26:04.453084
336,202,PvP,4257,무승부,54,2025-03-20 15:20:01.931890
717,264,퀘스트,6853,무승부,113,2025-03-11 02:16:22.007308
16,281,PvE,4944,무승부,93,2025-01-28 06:37:54.125597
4,135,퀘스트,7677,무승부,114,2025-01-27 18:38:51.176263
663,298,퀘스트,3789,무승부,114,2025-01-23 22:07:56.607574
257,181,PvP,5249,패배,39,2025-03-21 12:54:33.215149
457,5,PvP,5104,무승부,23,2025-01-10 20:41:54.826287
479,227,레이드,3406,무승부,51,2025-03-03 07:48:30.532449
774,255,퀘스트,428,승리,28,2024-12-27 02:43:53.369164
394,133,퀘스트,5193,무승부,25,2025-03-17 09:52:05.974931
223,121,PvP,8313,무승부,9,2025-04-20 00:26:28.149844
530,82,이벤트,3914,패배,99,2025-02-09 23:51:51.086907
458,291,이벤트,5443,무승부,108,2025-03-20 14:01:18.802090
425,166,레이드,7279,패배,110,2025-01-02 12:54:59.752417
325,42,레이드,8757,무승부,43,2025-03-18 00:36:24.813515
535,200,이벤트,8133,패배,39,2025-02-18 10:04:24.056412
10,48,이벤트,2316,패배,59,2025-06-01 23:37:08.298499
250,54,이벤트,5260,패배,35,2025-03-26 18:26:31.352344
23,198,이벤트,9283,승리,99,2024-12-21 21:54:06.287721
357,250,레이드,4059,승리,84,2025-04-13 11:29:25.973642
222,86,이벤트,567,승리,40,2025-04-18 22:40:17.218975
606,206,이벤트,9158,패배,8,2025-04-15 10:39:40.369657
773,10,PvE,6724,무승부,60,2025-04-26 11:39:21.890386
